SoortMisdrijf,RegioS,Perioden,Unnamed: 0,ID,TotaalGeregistreerdeMisdrijven_1,GeregistreerdeMisdrijvenRelatief_2,GeregistreerdeMisdrijvenPer1000Inw_3,TotaalOpgehelderdeMisdrijven_4,OpgehelderdeMisdrijvenRelatief_5,RegistratiesVanVerdachten_6
Openbaar gezag misdrijf,Drenthe (PV),2010,1181004,1181004,120.0,0.0,0.0,120.0,489.20000000000005,130.0
Openbaar gezag misdrijf,Drenthe (PV),2011,1181010,1181010,205.0,0.0,0.2,200.0,379.5,225.0
Openbaar gezag misdrijf,Drenthe (PV),2012,1181016,1181016,155.0,0.0,0.0,145.0,457.4,155.0
Openbaar gezag misdrijf,Drenthe (PV),2013,1181022,1181022,105.0,0.0,0.0,90.0,415.9,95.0
Openbaar gezag misdrijf,Drenthe (PV),2014,1181028,1181028,190.0,0.0,0.0,170.0,419.70000000000005,190.0
Openbaar gezag misdrijf,Drenthe (PV),2015,1181034,1181034,160.0,0.0,0.0,140.0,406.0,140.0
Openbaar gezag misdrijf,Drenthe (PV),2016,1181040,1181040,125.0,0.0,0.0,115.0,407.7,120.0
Openbaar gezag misdrijf,Drenthe (PV),2017,1181046,1181046,95.0,0.0,0.0,95.0,500.0,105.0
Openbaar gezag misdrijf,Drenthe (PV),2018,1181052,1181052,110.0,0.0,0.0,95.0,327.0,95.0
Openbaar gezag misdrijf,Drenthe (PV),2019,1181058,1181058,135.0,0.0,0.0,130.0,420.1,130.0
Openbaar gezag misdrijf,Drenthe (PV),2020,1181064,1181064,100.0,0.0,0.0,85.0,349.8,130.0
Openbaar gezag misdrijf,Flevoland (PV),2010,1181136,1181136,175.0,0.0,0.0,170.0,446.6,190.0
Openbaar gezag misdrijf,Flevoland (PV),2011,1181142,1181142,125.0,0.0,0.0,125.0,477.6,140.0
Openbaar gezag misdrijf,Flevoland (PV),2012,1181148,1181148,125.0,0.0,0.0,115.0,353.3,115.0
Openbaar gezag misdrijf,Flevoland (PV),2013,1181154,1181154,145.0,0.0,0.0,130.0,427.59999999999997,130.0
Openbaar gezag misdrijf,Flevoland (PV),2014,1181160,1181160,145.0,0.0,0.0,135.0,549.9,125.0
Openbaar gezag misdrijf,Flevoland (PV),2015,1181166,1181166,145.0,0.0,0.0,135.0,558.2,145.0
Openbaar gezag misdrijf,Flevoland (PV),2016,1181172,1181172,165.0,0.0,0.0,135.0,374.0,135.0
Openbaar gezag misdrijf,Flevoland (PV),2017,1181178,1181178,115.0,0.0,0.0,90.0,380.5,95.0
Openbaar gezag misdrijf,Flevoland (PV),2018,1181184,1181184,205.0,1.0,0.2,185.0,498.8,195.0
Openbaar gezag misdrijf,Flevoland (PV),2019,1181190,1181190,410.0,1.0,0.5,370.0,399.4,380.0
Openbaar gezag misdrijf,Flevoland (PV),2020,1181196,1181196,310.0,1.0,0.4,275.0,410.5,295.0
Openbaar gezag misdrijf,Fryslân (PV),2010,1180938,1180938,290.0,0.0,0.2,280.0,479.0,280.0
Openbaar gezag misdrijf,Fryslân (PV),2011,1180944,1180944,395.0,1.0,0.5,380.0,567.3,380.0
Openbaar gezag misdrijf,Fryslân (PV),2012,1180950,1180950,370.0,1.0,0.5,365.0,572.7,370.0
Openbaar gezag misdrijf,Fryslân (PV),2013,1180956,1180956,190.0,0.0,0.0,185.0,569.5,180.0
Openbaar gezag misdrijf,Fryslân (PV),2014,1180962,1180962,195.0,0.0,0.2,180.0,521.1,195.0
Openbaar gezag misdrijf,Fryslân (PV),2015,1180968,1180968,185.0,0.0,0.0,170.0,451.5,170.0
Openbaar gezag misdrijf,Fryslân (PV),2016,1180974,1180974,205.0,0.0,0.2,185.0,412.59999999999997,190.0
Openbaar gezag misdrijf,Fryslân (PV),2017,1180980,1180980,145.0,0.0,0.0,135.0,433.8,140.0
Openbaar gezag misdrijf,Fryslân (PV),2018,1180986,1180986,280.0,1.0,0.2,240.0,340.1,250.0
Openbaar gezag misdrijf,Fryslân (PV),2019,1180992,1180992,340.0,1.0,0.3,320.0,533.9,340.0
Openbaar gezag misdrijf,Fryslân (PV),2020,1180998,1180998,360.0,1.0,0.5,345.0,415.8,360.0
Openbaar gezag misdrijf,Gelderland (PV),2010,1181202,1181202,920.0,0.0,0.30000000000000004,880.0,554.1999999999999,950.0
Openbaar gezag misdrijf,Gelderland (PV),2011,1181208,1181208,890.0,0.0,0.30000000000000004,850.0,543.0,910.0
Openbaar gezag misdrijf,Gelderland (PV),2012,1181214,1181214,765.0,0.0,0.30000000000000004,725.0,539.5,745.0
Openbaar gezag misdrijf,Gelderland (PV),2013,1181220,1181220,670.0,0.0,0.30000000000000004,630.0,560.4,660.0
Openbaar gezag misdrijf,Gelderland (PV),2014,1181226,1181226,850.0,0.0,0.30000000000000004,780.0,523.8,790.0
Openbaar gezag misdrijf,Gelderland (PV),2015,1181232,1181232,800.0,0.0,0.30000000000000004,760.0,548.4,780.0
Openbaar gezag misdrijf,Gelderland (PV),2016,1181238,1181238,885.0,0.0,0.30000000000000004,830.0,538.8000000000001,845.0
Openbaar gezag misdrijf,Gelderland (PV),2017,1181244,1181244,720.0,0.0,0.30000000000000004,680.0,531.1999999999999,710.0
Openbaar gezag misdrijf,Gelderland (PV),2018,1181250,1181250,1115.0,1.0,0.5,1055.0,542.3,1065.0
Openbaar gezag misdrijf,Gelderland (PV),2019,1181256,1181256,1290.0,1.0,0.5,1235.0,555.6,1300.0
Openbaar gezag misdrijf,Gelderland (PV),2020,1181262,1181262,1205.0,1.0,0.5,1150.0,541.5,1175.0
Openbaar gezag misdrijf,Groningen (PV),2010,1180872,1180872,280.0,0.0,0.2,260.0,564.5,270.0
Openbaar gezag misdrijf,Groningen (PV),2011,1180878,1180878,375.0,0.0,0.5,340.0,554.5,385.0
Openbaar gezag misdrijf,Groningen (PV),2012,1180884,1180884,385.0,1.0,0.5,365.0,561.0,425.0
Openbaar gezag misdrijf,Groningen (PV),2013,1180890,1180890,240.0,0.0,0.2,225.0,544.9,245.0
Openbaar gezag misdrijf,Groningen (PV),2014,1180896,1180896,210.0,0.0,0.2,190.0,436.2,220.0
Openbaar gezag misdrijf,Groningen (PV),2015,1180902,1180902,220.0,0.0,0.2,190.0,343.0,200.0
Openbaar gezag misdrijf,Groningen (PV),2016,1180908,1180908,175.0,0.0,0.0,160.0,434.5,170.0
Openbaar gezag misdrijf,Groningen (PV),2017,1180914,1180914,145.0,0.0,0.0,115.0,453.90000000000003,120.0
Openbaar gezag misdrijf,Groningen (PV),2018,1180920,1180920,195.0,0.0,0.2,175.0,414.09999999999997,185.0
Openbaar gezag misdrijf,Groningen (PV),2019,1180926,1180926,175.0,0.0,0.0,150.0,332.7,160.0
Openbaar gezag misdrijf,Groningen (PV),2020,1180932,1180932,195.0,0.0,0.2,175.0,346.0,190.0
Openbaar gezag misdrijf,Limburg (PV),2010,1181598,1181598,700.0,0.0,0.5,680.0,584.3000000000001,740.0
Openbaar gezag misdrijf,Limburg (PV),2011,1181604,1181604,470.0,0.0,0.30000000000000004,445.0,560.7,505.0
Openbaar gezag misdrijf,Limburg (PV),2012,1181610,1181610,585.0,0.0,0.4,545.0,546.5999999999999,665.0
Openbaar gezag misdrijf,Limburg (PV),2013,1181616,1181616,405.0,0.0,0.30000000000000004,380.0,542.1,390.0
Openbaar gezag misdrijf,Limburg (PV),2014,1181622,1181622,420.0,0.0,0.30000000000000004,385.0,524.5,385.0
Openbaar gezag misdrijf,Limburg (PV),2015,1181628,1181628,385.0,0.0,0.2,355.0,549.7,360.0
Openbaar gezag misdrijf,Limburg (PV),2016,1181634,1181634,405.0,0.0,0.30000000000000004,365.0,530.4,365.0
Openbaar gezag misdrijf,Limburg (PV),2017,1181640,1181640,410.0,0.0,0.2,370.0,520.9,380.0
Openbaar gezag misdrijf,Limburg (PV),2018,1181646,1181646,440.0,0.0,0.2,410.0,513.9000000000001,455.0
Openbaar gezag misdrijf,Limburg (PV),2019,1181652,1181652,590.0,1.0,0.5,545.0,539.4,560.0
Openbaar gezag misdrijf,Limburg (PV),2020,1181658,1181658,585.0,1.0,0.5,555.0,531.1,560.0
Openbaar gezag misdrijf,Niet in te delen (PV),2010,1181664,1181664,15.0,0.0,0.0,15.0,200.0,15.0
Openbaar gezag misdrijf,Niet in te delen (PV),2011,1181670,1181670,10.0,0.0,0.0,10.0,185.7,10.0
Openbaar gezag misdrijf,Niet in te delen (PV),2012,1181676,1181676,10.0,0.0,0.0,5.0,83.3,5.0
Openbaar gezag misdrijf,Niet in te delen (PV),2013,1181682,1181682,10.0,0.0,0.0,0.0,0.0,0.0
Openbaar gezag misdrijf,Niet in te delen (PV),2014,1181688,1181688,10.0,0.0,0.0,10.0,183.3,10.0
Openbaar gezag misdrijf,Niet in te delen (PV),2015,1181694,1181694,10.0,0.0,0.0,5.0,75.0,5.0
Openbaar gezag misdrijf,Niet in te delen (PV),2016,1181700,1181700,5.0,0.0,0.0,0.0,0.0,0.0
Openbaar gezag misdrijf,Niet in te delen (PV),2017,1181706,1181706,0.0,0.0,0.0,0.0,0.0,0.0
Openbaar gezag misdrijf,Niet in te delen (PV),2018,1181712,1181712,5.0,0.0,0.0,5.0,100.0,5.0
Openbaar gezag misdrijf,Niet in te delen (PV),2019,1181718,1181718,10.0,0.0,0.0,10.0,160.0,10.0
Openbaar gezag misdrijf,Niet in te delen (PV),2020,1181724,1181724,10.0,0.0,0.0,10.0,200.0,10.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2010,1181532,1181532,1640.0,0.0,0.6,1590.0,553.1999999999999,1720.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2011,1181538,1181538,1530.0,0.0,0.6,1480.0,550.1,1575.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2012,1181544,1181544,1390.0,0.0,0.6,1330.0,544.6999999999999,1380.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2013,1181550,1181550,1155.0,0.0,0.4,1120.0,557.3,1150.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2014,1181556,1181556,1170.0,0.0,0.4,1090.0,506.9,1135.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2015,1181562,1181562,1070.0,0.0,0.30000000000000004,990.0,532.4,1020.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2016,1181568,1181568,1220.0,0.0,0.4,1090.0,495.4,1110.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2017,1181574,1181574,1025.0,0.0,0.30000000000000004,900.0,489.9,895.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2018,1181580,1181580,1355.0,1.0,0.5,1230.0,480.29999999999995,1275.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2019,1181586,1181586,2670.0,2.0,1.0,2545.0,505.3999999999999,2595.0
Openbaar gezag misdrijf,Noord-Brabant (PV),2020,1181592,1181592,2260.0,1.0,0.8,2185.0,525.1,2235.0
Openbaar gezag misdrijf,Noord-Holland (PV),2010,1181334,1181334,3315.0,1.0,1.2000000000000002,3240.0,553.7,3500.0
Openbaar gezag misdrijf,Noord-Holland (PV),2011,1181340,1181340,3320.0,1.0,1.2000000000000002,3250.0,554.3,3390.0
Openbaar gezag misdrijf,Noord-Holland (PV),2012,1181346,1181346,2725.0,1.0,0.9,2635.0,536.3,2830.0
Openbaar gezag misdrijf,Noord-Holland (PV),2013,1181352,1181352,2590.0,1.0,0.9,2505.0,536.4,2645.0
Openbaar gezag misdrijf,Noord-Holland (PV),2014,1181358,1181358,2730.0,1.0,1.0,2645.0,543.5,2800.0
Openbaar gezag misdrijf,Noord-Holland (PV),2015,1181364,1181364,2600.0,1.0,1.0,2510.0,529.9,2565.0
Openbaar gezag misdrijf,Noord-Holland (PV),2016,1181370,1181370,3055.0,2.0,1.1,2945.0,533.9,2950.0
Openbaar gezag misdrijf,Noord-Holland (PV),2017,1181376,1181376,3785.0,2.0,1.3,3645.0,519.2,3685.0
Openbaar gezag misdrijf,Noord-Holland (PV),2018,1181382,1181382,3420.0,2.0,1.1,3250.0,500.8,3280.0
Openbaar gezag misdrijf,Noord-Holland (PV),2019,1181388,1181388,3315.0,2.0,1.2000000000000002,3170.0,527.9,3300.0
Openbaar gezag misdrijf,Noord-Holland (PV),2020,1181394,1181394,2455.0,1.0,0.7999999999999999,2315.0,524.1,2415.0
Openbaar gezag misdrijf,Overijssel (PV),2010,1181070,1181070,560.0,0.0,0.4,550.0,566.2,625.0
Openbaar gezag misdrijf,Overijssel (PV),2011,1181076,1181076,465.0,0.0,0.30000000000000004,450.0,472.50000000000006,480.0
Openbaar gezag misdrijf,Overijssel (PV),2012,1181082,1181082,550.0,0.0,0.30000000000000004,540.0,490.6,570.0
Openbaar gezag misdrijf,Overijssel (PV),2013,1181088,1181088,375.0,0.0,0.2,340.0,447.4,350.0
Openbaar gezag misdrijf,Overijssel (PV),2014,1181094,1181094,390.0,0.0,0.30000000000000004,365.0,459.8,395.0
Openbaar gezag misdrijf,Overijssel (PV),2015,1181100,1181100,400.0,0.0,0.2,365.0,535.9000000000001,380.0
Openbaar gezag misdrijf,Overijssel (PV),2016,1181106,1181106,410.0,0.0,0.30000000000000004,395.0,580.1,390.0
Openbaar gezag misdrijf,Overijssel (PV),2017,1181112,1181112,450.0,1.0,0.2,420.0,529.9,420.0
Openbaar gezag misdrijf,Overijssel (PV),2018,1181118,1181118,430.0,1.0,0.2,410.0,559.8000000000001,420.0
Openbaar gezag misdrijf,Overijssel (PV),2019,1181124,1181124,605.0,1.0,0.5,575.0,564.4,590.0
Openbaar gezag misdrijf,Overijssel (PV),2020,1181130,1181130,840.0,1.0,0.7000000000000001,805.0,549.0,825.0
Openbaar gezag misdrijf,Utrecht (PV),2010,1181268,1181268,685.0,0.0,0.5,660.0,469.7,695.0
Openbaar gezag misdrijf,Utrecht (PV),2011,1181274,1181274,715.0,0.0,0.5,685.0,534.3000000000001,710.0
Openbaar gezag misdrijf,Utrecht (PV),2012,1181280,1181280,535.0,0.0,0.30000000000000004,520.0,566.8,580.0
Openbaar gezag misdrijf,Utrecht (PV),2013,1181286,1181286,510.0,0.0,0.30000000000000004,480.0,548.4000000000001,470.0
Openbaar gezag misdrijf,Utrecht (PV),2014,1181292,1181292,640.0,0.0,0.5,610.0,539.1,640.0
Openbaar gezag misdrijf,Utrecht (PV),2015,1181298,1181298,525.0,0.0,0.30000000000000004,500.0,532.7,495.0
Openbaar gezag misdrijf,Utrecht (PV),2016,1181304,1181304,645.0,0.0,0.4,610.0,543.8,620.0
Openbaar gezag misdrijf,Utrecht (PV),2017,1181310,1181310,520.0,0.0,0.30000000000000004,475.0,512.2,480.0
Openbaar gezag misdrijf,Utrecht (PV),2018,1181316,1181316,680.0,1.0,0.4,625.0,512.0000000000001,670.0
Openbaar gezag misdrijf,Utrecht (PV),2019,1181322,1181322,825.0,1.0,0.6,750.0,486.5,790.0
Openbaar gezag misdrijf,Utrecht (PV),2020,1181328,1181328,755.0,1.0,0.5,700.0,497.7,800.0
Openbaar gezag misdrijf,Zeeland (PV),2010,1181466,1181466,170.0,0.0,0.0,165.0,488.8,205.0
Openbaar gezag misdrijf,Zeeland (PV),2011,1181472,1181472,185.0,0.0,0.0,175.0,459.3,265.0
Openbaar gezag misdrijf,Zeeland (PV),2012,1181478,1181478,190.0,0.0,0.0,180.0,454.6,185.0
Openbaar gezag misdrijf,Zeeland (PV),2013,1181484,1181484,175.0,0.0,0.0,175.0,574.4000000000001,185.0
Openbaar gezag misdrijf,Zeeland (PV),2014,1181490,1181490,230.0,1.0,0.3,230.0,480.40000000000003,235.0
Openbaar gezag misdrijf,Zeeland (PV),2015,1181496,1181496,205.0,1.0,0.3,200.0,464.8,210.0
Openbaar gezag misdrijf,Zeeland (PV),2016,1181502,1181502,185.0,1.0,0.0,175.0,423.79999999999995,190.0
Openbaar gezag misdrijf,Zeeland (PV),2017,1181508,1181508,160.0,1.0,0.0,150.0,466.4,145.0
Openbaar gezag misdrijf,Zeeland (PV),2018,1181514,1181514,200.0,2.0,0.3,190.0,430.0,205.0
Openbaar gezag misdrijf,Zeeland (PV),2019,1181520,1181520,220.0,2.0,0.3,215.0,479.70000000000005,220.0
Openbaar gezag misdrijf,Zeeland (PV),2020,1181526,1181526,200.0,1.0,0.3,175.0,447.0,190.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2010,1181400,1181400,3270.0,1.0,0.9,3170.0,560.3,3465.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2011,1181406,1181406,2815.0,0.0,0.7000000000000001,2710.0,563.3,2950.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2012,1181412,1181412,2395.0,0.0,0.6,2320.0,566.7,2550.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2013,1181418,1181418,2200.0,0.0,0.5,2125.0,566.4,2265.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2014,1181424,1181424,2245.0,0.0,0.5,2150.0,565.5999999999999,2295.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2015,1181430,1181430,2130.0,0.0,0.5,2005.0,525.7,2110.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2016,1181436,1181436,2420.0,1.0,0.6,2215.0,517.3,2555.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2017,1181442,1181442,1800.0,0.0,0.4,1620.0,512.2,1610.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2018,1181448,1181448,1885.0,1.0,0.5,1680.0,479.3,1725.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2019,1181454,1181454,2540.0,1.0,0.5,2260.0,507.9,2320.0
Openbaar gezag misdrijf,Zuid-Holland (PV),2020,1181460,1181460,3020.0,1.0,0.8,2790.0,509.4,3720.0
Openbare orde misdrijf,Drenthe (PV),2010,1359171,1359171,815.0,2.0,1.2,655.0,704.9000000000001,1180.0
Openbare orde misdrijf,Drenthe (PV),2011,1359180,1359180,805.0,2.0,1.2,630.0,616.5999999999999,1280.0
Openbare orde misdrijf,Drenthe (PV),2012,1359189,1359189,970.0,4.0,1.7,535.0,575.8,1020.0
Openbare orde misdrijf,Drenthe (PV),2013,1359198,1359198,695.0,1.0,0.6,440.0,640.1,925.0
Openbare orde misdrijf,Drenthe (PV),2014,1359207,1359207,815.0,2.0,0.7,475.0,576.7,815.0
Openbare orde misdrijf,Drenthe (PV),2015,1359216,1359216,625.0,1.0,0.5,415.0,656.2,825.0
Openbare orde misdrijf,Drenthe (PV),2016,1359225,1359225,550.0,1.0,0.5,330.0,553.6,630.0
Openbare orde misdrijf,Drenthe (PV),2017,1359234,1359234,485.0,1.0,0.4,270.0,503.40000000000003,455.0
Openbare orde misdrijf,Drenthe (PV),2018,1359243,1359243,600.0,3.0,0.8,240.0,459.19999999999993,520.0
Openbare orde misdrijf,Drenthe (PV),2019,1359252,1359252,890.0,3.0,1.3,355.0,578.4000000000001,720.0
Openbare orde misdrijf,Drenthe (PV),2020,1359261,1359261,1200.0,5.0,1.9000000000000001,280.0,438.5,790.0
Openbare orde misdrijf,Flevoland (PV),2010,1359369,1359369,1290.0,5.0,2.9,1075.0,669.5,1880.0
Openbare orde misdrijf,Flevoland (PV),2011,1359378,1359378,1450.0,5.0,3.3,1150.0,639.4000000000001,1940.0
Openbare orde misdrijf,Flevoland (PV),2012,1359387,1359387,1105.0,4.0,2.6,690.0,663.9,1420.0
Openbare orde misdrijf,Flevoland (PV),2013,1359396,1359396,830.0,1.0,1.5,545.0,599.4,1045.0
Openbare orde misdrijf,Flevoland (PV),2014,1359405,1359405,1670.0,6.0,3.5999999999999996,510.0,493.2,1030.0
Openbare orde misdrijf,Flevoland (PV),2015,1359414,1359414,730.0,1.0,1.1,435.0,541.9000000000001,800.0
Openbare orde misdrijf,Flevoland (PV),2016,1359423,1359423,790.0,3.0,1.3,510.0,584.5999999999999,980.0
Openbare orde misdrijf,Flevoland (PV),2017,1359432,1359432,680.0,4.0,1.0,435.0,571.5999999999999,870.0
Openbare orde misdrijf,Flevoland (PV),2018,1359441,1359441,665.0,3.0,0.8999999999999999,395.0,609.2,755.0
Openbare orde misdrijf,Flevoland (PV),2019,1359450,1359450,910.0,4.0,1.7,385.0,553.5,730.0
Openbare orde misdrijf,Flevoland (PV),2020,1359459,1359459,990.0,4.0,1.8,315.0,552.2,540.0
Openbare orde misdrijf,Fryslân (PV),2010,1359072,1359072,1340.0,4.0,1.7999999999999998,1110.0,690.5999999999999,1950.0
Openbare orde misdrijf,Fryslân (PV),2011,1359081,1359081,1425.0,4.0,1.7,1175.0,657.5,2125.0
Openbare orde misdrijf,Fryslân (PV),2012,1359090,1359090,1310.0,3.0,1.9999999999999998,920.0,648.8,1755.0
Openbare orde misdrijf,Fryslân (PV),2013,1359099,1359099,1105.0,3.0,1.0999999999999999,860.0,673.3999999999999,1580.0
Openbare orde misdrijf,Fryslân (PV),2014,1359108,1359108,1135.0,2.0,1.4,795.0,640.6,1110.0
Openbare orde misdrijf,Fryslân (PV),2015,1359117,1359117,915.0,2.0,0.8,665.0,647.9000000000001,1055.0
Openbare orde misdrijf,Fryslân (PV),2016,1359126,1359126,920.0,2.0,1.2,655.0,600.3000000000001,1070.0
Openbare orde misdrijf,Fryslân (PV),2017,1359135,1359135,860.0,3.0,1.0,565.0,610.1,845.0
Openbare orde misdrijf,Fryslân (PV),2018,1359144,1359144,1250.0,6.0,1.8,735.0,586.1,1140.0
Openbare orde misdrijf,Fryslân (PV),2019,1359153,1359153,1270.0,5.0,1.7000000000000002,685.0,621.4,1160.0
Openbare orde misdrijf,Fryslân (PV),2020,1359162,1359162,1285.0,5.0,1.5,440.0,507.59999999999997,790.0
Openbare orde misdrijf,Gelderland (PV),2010,1359468,1359468,4995.0,4.0,2.4,3800.0,625.3000000000001,7150.0
Openbare orde misdrijf,Gelderland (PV),2011,1359477,1359477,4950.0,4.0,2.3,3430.0,606.4,6060.0
Openbare orde misdrijf,Gelderland (PV),2012,1359486,1359486,4445.0,4.0,2.1,2390.0,550.8,4800.0
Openbare orde misdrijf,Gelderland (PV),2013,1359495,1359495,3170.0,2.0,1.5000000000000002,1935.0,611.5999999999999,4375.0
Openbare orde misdrijf,Gelderland (PV),2014,1359504,1359504,3060.0,2.0,1.5000000000000002,1840.0,555.6999999999999,3805.0
Openbare orde misdrijf,Gelderland (PV),2015,1359513,1359513,2655.0,1.0,1.2,1640.0,592.9,4700.0
Openbare orde misdrijf,Gelderland (PV),2016,1359522,1359522,2510.0,1.0,1.2,1675.0,610.2,3155.0
Openbare orde misdrijf,Gelderland (PV),2017,1359531,1359531,2505.0,3.0,1.0999999999999999,1640.0,571.1,2970.0
Openbare orde misdrijf,Gelderland (PV),2018,1359540,1359540,2435.0,2.0,1.0999999999999999,1555.0,598.0,2700.0
Openbare orde misdrijf,Gelderland (PV),2019,1359549,1359549,2725.0,1.0,1.3,1675.0,589.4000000000001,2805.0
Openbare orde misdrijf,Gelderland (PV),2020,1359558,1359558,3990.0,3.0,1.7000000000000002,1385.0,480.1000000000001,2635.0
Openbare orde misdrijf,Groningen (PV),2010,1358973,1358973,1840.0,5.0,2.9999999999999996,1505.0,687.5999999999999,2980.0
Openbare orde misdrijf,Groningen (PV),2011,1358982,1358982,1805.0,4.0,2.6999999999999997,1415.0,609.9,2640.0
Openbare orde misdrijf,Groningen (PV),2012,1358991,1358991,1745.0,4.0,2.6,1180.0,636.2,2540.0
Openbare orde misdrijf,Groningen (PV),2013,1359000,1359000,1120.0,2.0,1.6,800.0,631.5999999999999,1425.0
Openbare orde misdrijf,Groningen (PV),2014,1359009,1359009,1170.0,2.0,1.7,680.0,572.5,1315.0
Openbare orde misdrijf,Groningen (PV),2015,1359018,1359018,910.0,1.0,1.2999999999999998,585.0,565.1,1035.0
Openbare orde misdrijf,Groningen (PV),2016,1359027,1359027,785.0,1.0,1.0,490.0,587.8000000000001,780.0
Openbare orde misdrijf,Groningen (PV),2017,1359036,1359036,810.0,1.0,1.0,505.0,580.7,835.0
Openbare orde misdrijf,Groningen (PV),2018,1359045,1359045,1060.0,4.0,1.5,530.0,533.9,945.0
Openbare orde misdrijf,Groningen (PV),2019,1359054,1359054,1240.0,3.0,1.9,515.0,506.9,940.0
Openbare orde misdrijf,Groningen (PV),2020,1359063,1359063,1800.0,6.0,2.6999999999999997,540.0,467.50000000000006,1195.0
Openbare orde misdrijf,Limburg (PV),2010,1360062,1360062,2795.0,2.0,2.2,2225.0,654.9,3790.0
Openbare orde misdrijf,Limburg (PV),2011,1360071,1360071,2770.0,2.0,2.3999999999999995,1955.0,613.8,3530.0
Openbare orde misdrijf,Limburg (PV),2012,1360080,1360080,2120.0,1.0,1.8,1230.0,523.5999999999999,2280.0
Openbare orde misdrijf,Limburg (PV),2013,1360089,1360089,1725.0,1.0,1.4000000000000001,1095.0,542.1,2020.0
Openbare orde misdrijf,Limburg (PV),2014,1360098,1360098,1995.0,1.0,1.7000000000000002,1145.0,535.5,2035.0
Openbare orde misdrijf,Limburg (PV),2015,1360107,1360107,1500.0,1.0,1.2000000000000002,860.0,545.3,1515.0
Openbare orde misdrijf,Limburg (PV),2016,1360116,1360116,1440.0,1.0,0.9999999999999999,915.0,589.3,1450.0
Openbare orde misdrijf,Limburg (PV),2017,1360125,1360125,1330.0,1.0,1.0999999999999999,790.0,571.9000000000001,1335.0
Openbare orde misdrijf,Limburg (PV),2018,1360134,1360134,1385.0,1.0,1.0999999999999999,810.0,533.1000000000001,1355.0
Openbare orde misdrijf,Limburg (PV),2019,1360143,1360143,1560.0,1.0,1.3,880.0,570.7,1520.0
Openbare orde misdrijf,Limburg (PV),2020,1360152,1360152,2120.0,3.0,1.8,740.0,513.3,1565.0
Openbare orde misdrijf,Niet in te delen (PV),2010,1360161,1360161,65.0,2.0,0.0,20.0,167.3,30.0
Openbare orde misdrijf,Niet in te delen (PV),2011,1360170,1360170,85.0,3.0,0.0,15.0,123.1,25.0
Openbare orde misdrijf,Niet in te delen (PV),2012,1360179,1360179,55.0,4.0,0.0,5.0,10.0,5.0
Openbare orde misdrijf,Niet in te delen (PV),2013,1360188,1360188,35.0,2.0,0.0,5.0,33.3,15.0
Openbare orde misdrijf,Niet in te delen (PV),2014,1360197,1360197,40.0,2.0,0.0,10.0,43.8,25.0
Openbare orde misdrijf,Niet in te delen (PV),2015,1360206,1360206,35.0,2.0,0.0,5.0,16.7,20.0
Openbare orde misdrijf,Niet in te delen (PV),2016,1360215,1360215,25.0,1.0,0.0,5.0,36.4,40.0
Openbare orde misdrijf,Niet in te delen (PV),2017,1360224,1360224,45.0,1.0,0.0,20.0,182.4,35.0
Openbare orde misdrijf,Niet in te delen (PV),2018,1360233,1360233,30.0,1.0,0.0,10.0,108.4,30.0
Openbare orde misdrijf,Niet in te delen (PV),2019,1360242,1360242,40.0,2.0,0.0,10.0,105.0,35.0
Openbare orde misdrijf,Niet in te delen (PV),2020,1360251,1360251,30.0,3.0,0.0,5.0,33.3,20.0
Openbare orde misdrijf,Noord-Brabant (PV),2010,1359963,1359963,6455.0,3.0,2.6,4705.0,619.6,9725.0
Openbare orde misdrijf,Noord-Brabant (PV),2011,1359972,1359972,6330.0,3.0,2.4000000000000004,4165.0,594.2,8255.0
Openbare orde misdrijf,Noord-Brabant (PV),2012,1359981,1359981,6700.0,4.0,2.6,3695.0,585.8,7640.0
Openbare orde misdrijf,Noord-Brabant (PV),2013,1359990,1359990,4745.0,2.0,1.9000000000000004,2825.0,547.3,5925.0
Openbare orde misdrijf,Noord-Brabant (PV),2014,1359999,1359999,4615.0,2.0,1.8000000000000005,2800.0,553.4999999999999,5470.0
Openbare orde misdrijf,Noord-Brabant (PV),2015,1360008,1360008,4115.0,1.0,1.7000000000000002,2670.0,575.3,4845.0
Openbare orde misdrijf,Noord-Brabant (PV),2016,1360017,1360017,4195.0,3.0,1.7000000000000002,2560.0,552.9,4855.0
