SoortMisdrijf,RegioS,Perioden,Unnamed: 0,ID,TotaalGeregistreerdeMisdrijven_1,GeregistreerdeMisdrijvenRelatief_2,GeregistreerdeMisdrijvenPer1000Inw_3,TotaalOpgehelderdeMisdrijven_4,OpgehelderdeMisdrijvenRelatief_5,RegistratiesVanVerdachten_6
Drugsmisdrijven,Noord-Brabant (PV),2018,1477640,1477640,4750.0,4.0,1.7999999999999998,4550.0,362.20000000000005,6160.0
Drugsmisdrijven,Noord-Brabant (PV),2019,1477644,1477644,6000.0,5.0,2.3,5785.0,370.79999999999995,7790.0
Drugsmisdrijven,Noord-Brabant (PV),2020,1477648,1477648,5180.0,4.0,2.0,4055.0,296.1,6755.0
Drugsmisdrijven,Noord-Holland (PV),2010,1477476,1477476,7080.0,3.0,2.6,6875.0,370.6,9785.0
Drugsmisdrijven,Noord-Holland (PV),2011,1477480,1477480,7310.0,4.0,2.8,7115.0,382.70000000000005,9750.0
Drugsmisdrijven,Noord-Holland (PV),2012,1477484,1477484,7480.0,4.0,2.8,7300.0,379.1,9645.0
Drugsmisdrijven,Noord-Holland (PV),2013,1477488,1477488,6940.0,4.0,2.5,6720.0,354.5,8900.0
Drugsmisdrijven,Noord-Holland (PV),2014,1477492,1477492,7480.0,4.0,2.8,7325.0,353.7,10055.0
Drugsmisdrijven,Noord-Holland (PV),2015,1477496,1477496,7010.0,3.0,2.5,6810.0,344.2,9235.0
Drugsmisdrijven,Noord-Holland (PV),2016,1477500,1477500,5630.0,2.0,2.0,5385.0,319.29999999999995,7500.0
Drugsmisdrijven,Noord-Holland (PV),2017,1477504,1477504,5260.0,3.0,1.8,5100.0,344.5,6910.0
Drugsmisdrijven,Noord-Holland (PV),2018,1477508,1477508,5905.0,3.0,2.1,5690.0,330.6,7385.0
Drugsmisdrijven,Noord-Holland (PV),2019,1477512,1477512,5695.0,3.0,2.0,5400.0,331.50000000000006,7445.0
Drugsmisdrijven,Noord-Holland (PV),2020,1477516,1477516,4230.0,2.0,1.4,3465.0,274.8,5585.0
Drugsmisdrijven,Overijssel (PV),2010,1477300,1477300,1780.0,3.0,1.5,1705.0,373.69999999999993,2510.0
Drugsmisdrijven,Overijssel (PV),2011,1477304,1477304,1560.0,2.0,1.2999999999999998,1495.0,373.29999999999995,2540.0
Drugsmisdrijven,Overijssel (PV),2012,1477308,1477308,1630.0,2.0,1.2999999999999998,1580.0,384.5,2370.0
Drugsmisdrijven,Overijssel (PV),2013,1477312,1477312,1535.0,2.0,1.2999999999999998,1470.0,377.7,2130.0
Drugsmisdrijven,Overijssel (PV),2014,1477316,1477316,1360.0,3.0,1.1,1325.0,386.0,1880.0
Drugsmisdrijven,Overijssel (PV),2015,1477320,1477320,1170.0,3.0,1.0,1145.0,394.3,1715.0
Drugsmisdrijven,Overijssel (PV),2016,1477324,1477324,1240.0,3.0,1.0,1190.0,352.40000000000003,1840.0
Drugsmisdrijven,Overijssel (PV),2017,1477328,1477328,1100.0,3.0,0.8999999999999999,1055.0,372.9,1665.0
Drugsmisdrijven,Overijssel (PV),2018,1477332,1477332,1325.0,4.0,1.1,1255.0,355.79999999999995,2040.0
Drugsmisdrijven,Overijssel (PV),2019,1477336,1477336,1480.0,4.0,1.2,1415.0,359.70000000000005,2340.0
Drugsmisdrijven,Overijssel (PV),2020,1477340,1477340,1715.0,4.0,1.5,1330.0,270.0,2290.0
Drugsmisdrijven,Utrecht (PV),2010,1477432,1477432,1800.0,1.0,1.4,1710.0,378.0,2215.0
Drugsmisdrijven,Utrecht (PV),2011,1477436,1477436,1490.0,1.0,1.1,1430.0,360.0,1990.0
Drugsmisdrijven,Utrecht (PV),2012,1477440,1477440,1610.0,2.0,1.2999999999999998,1535.0,362.79999999999995,2180.0
Drugsmisdrijven,Utrecht (PV),2013,1477444,1477444,1870.0,2.0,1.5,1820.0,387.79999999999995,2510.0
Drugsmisdrijven,Utrecht (PV),2014,1477448,1477448,1880.0,2.0,1.4,1840.0,379.8,2695.0
Drugsmisdrijven,Utrecht (PV),2015,1477452,1477452,1390.0,1.0,1.2,1330.0,365.9,1895.0
Drugsmisdrijven,Utrecht (PV),2016,1477456,1477456,1310.0,2.0,1.0,1270.0,336.9,1770.0
Drugsmisdrijven,Utrecht (PV),2017,1477460,1477460,1260.0,2.0,1.0,1210.0,358.4,1830.0
Drugsmisdrijven,Utrecht (PV),2018,1477464,1477464,1380.0,2.0,1.0,1335.0,347.6,1870.0
Drugsmisdrijven,Utrecht (PV),2019,1477468,1477468,1275.0,1.0,0.8999999999999999,1200.0,381.7,1785.0
Drugsmisdrijven,Utrecht (PV),2020,1477472,1477472,1160.0,2.0,0.8999999999999999,785.0,204.7,1700.0
Drugsmisdrijven,Zeeland (PV),2010,1477564,1477564,1010.0,4.0,2.4000000000000004,960.0,381.0,1645.0
Drugsmisdrijven,Zeeland (PV),2011,1477568,1477568,990.0,4.0,2.3,950.0,383.0,1490.0
Drugsmisdrijven,Zeeland (PV),2012,1477572,1477572,720.0,4.0,1.7999999999999998,675.0,361.9,1090.0
Drugsmisdrijven,Zeeland (PV),2013,1477576,1477576,670.0,4.0,1.7999999999999998,640.0,361.0,1010.0
Drugsmisdrijven,Zeeland (PV),2014,1477580,1477580,630.0,4.0,1.6,595.0,372.9,845.0
Drugsmisdrijven,Zeeland (PV),2015,1477584,1477584,755.0,5.0,2.0,725.0,368.1,1140.0
Drugsmisdrijven,Zeeland (PV),2016,1477588,1477588,595.0,4.0,1.6,560.0,373.5,890.0
Drugsmisdrijven,Zeeland (PV),2017,1477592,1477592,660.0,4.0,1.7,640.0,370.5,930.0
Drugsmisdrijven,Zeeland (PV),2018,1477596,1477596,700.0,6.0,1.7999999999999998,660.0,334.5,980.0
Drugsmisdrijven,Zeeland (PV),2019,1477600,1477600,725.0,6.0,1.7999999999999998,680.0,358.3,945.0
Drugsmisdrijven,Zeeland (PV),2020,1477604,1477604,765.0,5.0,2.0,635.0,321.9,1070.0
Drugsmisdrijven,Zuid-Holland (PV),2010,1477520,1477520,6215.0,3.0,1.7000000000000002,5740.0,355.2,9335.0
Drugsmisdrijven,Zuid-Holland (PV),2011,1477524,1477524,7070.0,3.0,2.0,6530.0,358.0,10880.0
Drugsmisdrijven,Zuid-Holland (PV),2012,1477528,1477528,6930.0,3.0,1.9,6585.0,370.4,10840.0
Drugsmisdrijven,Zuid-Holland (PV),2013,1477532,1477532,7880.0,4.0,2.1,7670.0,372.2,12215.0
Drugsmisdrijven,Zuid-Holland (PV),2014,1477536,1477536,6960.0,3.0,2.0,6740.0,383.2,10250.0
Drugsmisdrijven,Zuid-Holland (PV),2015,1477540,1477540,6315.0,3.0,1.8,6140.0,380.7,9420.0
Drugsmisdrijven,Zuid-Holland (PV),2016,1477544,1477544,6070.0,3.0,1.6,5890.0,361.59999999999997,8690.0
Drugsmisdrijven,Zuid-Holland (PV),2017,1477548,1477548,5445.0,3.0,1.5,5225.0,355.79999999999995,7825.0
Drugsmisdrijven,Zuid-Holland (PV),2018,1477552,1477552,5550.0,4.0,1.5000000000000002,5280.0,363.0,7660.0
Drugsmisdrijven,Zuid-Holland (PV),2019,1477556,1477556,5750.0,4.0,1.6,5390.0,359.6,7960.0
Drugsmisdrijven,Zuid-Holland (PV),2020,1477560,1477560,5455.0,3.0,1.4000000000000001,4310.0,274.6,7560.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2010,4399923,4399923,8085.0,28.0,15.500000000000002,5920.0,1123.1,6715.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2011,4399940,4399940,7930.0,29.0,15.3,5985.0,1125.8000000000002,6705.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2012,4399957,4399957,7465.0,27.0,14.500000000000002,5650.0,1056.6999999999998,6480.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2013,4399974,4399974,7115.0,30.0,13.9,4900.0,913.6,5525.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2014,4399991,4399991,6830.0,30.0,13.299999999999999,4525.0,979.8,5140.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2015,4400008,4400008,5920.0,27.0,11.2,3920.0,1065.0,4380.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2016,4400025,4400025,5230.0,25.0,9.8,3090.0,901.8,3500.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2017,4400042,4400042,5250.0,31.0,9.6,2940.0,748.5999999999999,3260.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2018,4400059,4400059,5020.0,30.0,9.1,2740.0,805.3999999999997,3065.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2019,4400076,4400076,4985.0,27.0,9.2,2645.0,792.5999999999999,3095.0
Gewelds- en seksuele misdrijven,Drenthe (PV),2020,4400093,4400093,4400.0,23.0,8.2,1760.0,456.5,2490.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2010,4400297,4400297,5875.0,22.0,14.200000000000001,4330.0,1137.9,5000.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2011,4400314,4400314,5900.0,21.0,14.3,4290.0,1065.7,5080.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2012,4400331,4400331,6415.0,24.0,15.600000000000001,4720.0,1099.8999999999999,5390.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2013,4400348,4400348,6450.0,23.0,15.100000000000001,4525.0,916.9999999999999,5120.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2014,4400365,4400365,6015.0,24.0,14.4,3905.0,856.3,4290.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2015,4400382,4400382,5330.0,23.0,12.3,3325.0,854.5,3630.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2016,4400399,4400399,5720.0,26.0,13.299999999999999,3610.0,826.2,3960.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2017,4400416,4400416,5290.0,27.0,12.2,3455.0,854.6000000000001,3810.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2018,4400433,4400433,5050.0,25.0,11.4,3250.0,855.7,3575.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2019,4400450,4400450,5405.0,26.0,12.100000000000001,3115.0,793.0,3465.0
Gewelds- en seksuele misdrijven,Flevoland (PV),2020,4400467,4400467,5200.0,26.0,11.500000000000002,2600.0,551.2,3215.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2010,4399736,4399736,8805.0,26.0,13.099999999999998,6860.0,1204.7999999999997,6600.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2011,4399753,4399753,9045.0,27.0,13.399999999999999,7050.0,1182.1,7210.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2012,4399770,4399770,8380.0,26.0,12.299999999999999,6355.0,1079.3000000000002,6440.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2013,4399787,4399787,8320.0,27.0,12.199999999999998,6105.0,1060.9,6330.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2014,4399804,4399804,7935.0,26.0,11.7,5705.0,1023.6,6075.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2015,4399821,4399821,7125.0,24.0,10.2,5115.0,1051.3,5430.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2016,4399838,4399838,6835.0,25.0,9.799999999999999,4575.0,971.3,5005.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2017,4399855,4399855,6375.0,28.0,8.899999999999999,4060.0,820.2,4465.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2018,4399872,4399872,6595.0,27.0,9.1,4005.0,839.0999999999999,4420.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2019,4399889,4399889,6545.0,28.0,9.600000000000001,4085.0,848.2,4485.0
Gewelds- en seksuele misdrijven,Fryslân (PV),2020,4399906,4399906,5805.0,25.0,8.2,2820.0,561.5,3800.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2010,4400484,4400484,27600.0,21.0,13.599999999999998,19065.0,1042.8,21140.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2011,4400501,4400501,27685.0,21.0,13.899999999999997,18620.0,1043.3000000000002,20625.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2012,4400518,4400518,26630.0,21.0,13.299999999999995,17555.0,1008.7,19385.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2013,4400535,4400535,25125.0,21.0,12.699999999999996,16735.0,946.9999999999999,18495.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2014,4400552,4400552,24245.0,22.0,11.999999999999996,15760.0,920.3,17455.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2015,4400569,4400569,23130.0,22.0,11.499999999999996,15515.0,932.0999999999999,17160.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2016,4400586,4400586,21540.0,22.0,10.499999999999996,14625.0,907.3000000000002,15810.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2017,4400603,4400603,20570.0,22.0,9.999999999999996,13575.0,929.5,14780.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2018,4400620,4400620,20270.0,25.0,9.799999999999997,12925.0,856.6000000000001,14080.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2019,4400637,4400637,19130.0,21.0,9.199999999999998,11885.0,813.8000000000001,13220.0
Gewelds- en seksuele misdrijven,Gelderland (PV),2020,4400654,4400654,18965.0,20.0,9.099999999999998,9635.0,604.6000000000001,12470.0
Gewelds- en seksuele misdrijven,Groningen (PV),2010,4399549,4399549,12040.0,30.0,20.1,9045.0,1161.8999999999999,10165.0
Gewelds- en seksuele misdrijven,Groningen (PV),2011,4399566,4399566,11205.0,28.0,18.5,8285.0,1094.8,9455.0
Gewelds- en seksuele misdrijven,Groningen (PV),2012,4399583,4399583,10750.0,28.0,17.8,7960.0,1062.3,8810.0
Gewelds- en seksuele misdrijven,Groningen (PV),2013,4399600,4399600,10230.0,27.0,17.000000000000004,7095.0,986.0,7765.0
Gewelds- en seksuele misdrijven,Groningen (PV),2014,4399617,4399617,9220.0,28.0,15.1,5935.0,938.9,6660.0
Gewelds- en seksuele misdrijven,Groningen (PV),2015,4399634,4399634,8715.0,26.0,14.299999999999997,5545.0,969.0,6205.0
Gewelds- en seksuele misdrijven,Groningen (PV),2016,4399651,4399651,8620.0,26.0,14.199999999999998,4765.0,784.3999999999999,5470.0
Gewelds- en seksuele misdrijven,Groningen (PV),2017,4399668,4399668,8155.0,30.0,13.099999999999998,4660.0,748.5999999999999,5150.0
Gewelds- en seksuele misdrijven,Groningen (PV),2018,4399685,4399685,7690.0,30.0,12.499999999999998,4260.0,784.4,4810.0
Gewelds- en seksuele misdrijven,Groningen (PV),2019,4399702,4399702,7415.0,27.0,11.9,3940.0,769.4000000000001,4750.0
Gewelds- en seksuele misdrijven,Groningen (PV),2020,4399719,4399719,6655.0,25.0,10.700000000000001,2945.0,529.6999999999999,4320.0
Gewelds- en seksuele misdrijven,Limburg (PV),2010,4401606,4401606,19470.0,21.0,17.100000000000005,13245.0,1038.8,14750.0
Gewelds- en seksuele misdrijven,Limburg (PV),2011,4401623,4401623,18435.0,20.0,15.999999999999998,12180.0,997.5999999999999,13650.0
Gewelds- en seksuele misdrijven,Limburg (PV),2012,4401640,4401640,18640.0,21.0,16.2,12335.0,1015.4,13370.0
Gewelds- en seksuele misdrijven,Limburg (PV),2013,4401657,4401657,17550.0,21.0,15.1,10975.0,948.5,11760.0
Gewelds- en seksuele misdrijven,Limburg (PV),2014,4401674,4401674,16150.0,20.0,13.899999999999999,9735.0,893.7999999999998,10525.0
Gewelds- en seksuele misdrijven,Limburg (PV),2015,4401691,4401691,14490.0,20.0,12.499999999999998,8880.0,884.0000000000001,9710.0
Gewelds- en seksuele misdrijven,Limburg (PV),2016,4401708,4401708,13545.0,21.0,11.699999999999998,8410.0,889.9,9160.0
Gewelds- en seksuele misdrijven,Limburg (PV),2017,4401725,4401725,12780.0,21.0,10.999999999999998,7380.0,828.4000000000001,8025.0
Gewelds- en seksuele misdrijven,Limburg (PV),2018,4401742,4401742,12435.0,22.0,10.899999999999999,7275.0,801.6999999999999,7940.0
Gewelds- en seksuele misdrijven,Limburg (PV),2019,4401759,4401759,12550.0,21.0,10.899999999999999,7505.0,871.9000000000001,8410.0
Gewelds- en seksuele misdrijven,Limburg (PV),2020,4401776,4401776,11040.0,20.0,9.5,5870.0,694.0999999999999,7325.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2010,4401793,4401793,850.0,34.0,0.0,335.0,560.6,380.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2011,4401810,4401810,850.0,39.0,0.0,300.0,608.8,360.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2012,4401827,4401827,730.0,42.0,0.0,260.0,497.59999999999997,300.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2013,4401844,4401844,635.0,46.0,0.0,235.0,596.5999999999999,265.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2014,4401861,4401861,595.0,41.0,0.0,165.0,316.40000000000003,220.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2015,4401878,4401878,535.0,32.0,0.0,190.0,541.0,250.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2016,4401895,4401895,565.0,48.0,0.0,155.0,381.09999999999997,170.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2017,4401912,4401912,580.0,35.0,0.0,140.0,325.00000000000006,190.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2018,4401929,4401929,860.0,49.0,0.0,140.0,304.0,195.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2019,4401946,4401946,860.0,47.0,0.0,135.0,250.09999999999997,205.0
Gewelds- en seksuele misdrijven,Niet in te delen (PV),2020,4401963,4401963,495.0,55.0,0.0,105.0,215.4,170.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2010,4401419,4401419,39055.0,21.0,15.899999999999995,26310.0,983.6,29520.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2011,4401436,4401436,37660.0,21.0,15.199999999999998,24375.0,917.2999999999997,26990.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2012,4401453,4401453,37590.0,21.0,15.099999999999996,23900.0,899.2999999999998,26075.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2013,4401470,4401470,34360.0,21.0,13.799999999999995,21755.0,911.6999999999999,23620.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2014,4401487,4401487,33305.0,21.0,13.299999999999997,21100.0,895.4,22885.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2015,4401504,4401504,33405.0,21.0,13.499999999999996,21155.0,864.0000000000001,23000.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2016,4401521,4401521,32760.0,22.0,12.999999999999998,19620.0,821.6,20935.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2017,4401538,4401538,30720.0,23.0,12.099999999999996,17460.0,783.7,18830.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2018,4401555,4401555,29230.0,24.0,11.599999999999998,16870.0,780.9,18475.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2019,4401572,4401572,29940.0,22.0,11.899999999999997,17815.0,780.9,19745.0
Gewelds- en seksuele misdrijven,Noord-Brabant (PV),2020,4401589,4401589,28715.0,24.0,11.2,14415.0,573.8,17595.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2010,4400858,4400858,51740.0,21.0,19.400000000000013,36180.0,1050.4,41980.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2011,4400875,4400875,51355.0,21.0,19.100000000000012,36145.0,1071.5000000000002,41355.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2012,4400892,4400892,48735.0,21.0,18.000000000000007,33980.0,1023.4000000000001,39035.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2013,4400909,4400909,46355.0,21.0,16.800000000000004,31620.0,1033.5,35885.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2014,4400926,4400926,45930.0,21.0,16.600000000000005,30930.0,969.1,34775.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2015,4400943,4400943,43490.0,21.0,15.499999999999998,28330.0,969.5000000000002,31995.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2016,4400960,4400960,42670.0,21.0,15.299999999999997,25235.0,853.1999999999999,28460.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2017,4400977,4400977,38690.0,21.0,13.499999999999998,21425.0,811.5000000000001,24005.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2018,4400994,4400994,37570.0,22.0,13.199999999999998,19955.0,738.1999999999999,22595.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2019,4401011,4401011,38135.0,21.0,13.399999999999999,19425.0,734.8,22815.0
Gewelds- en seksuele misdrijven,Noord-Holland (PV),2020,4401028,4401028,36820.0,22.0,12.7,16260.0,546.6999999999999,21095.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2010,4400110,4400110,16060.0,23.0,13.899999999999999,11430.0,1024.3,12740.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2011,4400127,4400127,15940.0,23.0,13.799999999999997,11715.0,1068.3,12990.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2012,4400144,4400144,15200.0,22.0,13.099999999999998,11015.0,1036.8000000000002,12290.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2013,4400161,4400161,14015.0,22.0,11.999999999999998,9890.0,987.1999999999999,10745.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2014,4400178,4400178,12975.0,22.0,10.899999999999999,9030.0,941.5,9940.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2015,4400195,4400195,11910.0,22.0,10.1,8595.0,1048.5,9160.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2016,4400212,4400212,11600.0,22.0,9.799999999999999,7990.0,942.6,8495.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2017,4400229,4400229,11315.0,24.0,9.399999999999999,7415.0,863.0999999999999,8025.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2018,4400246,4400246,11185.0,25.0,9.299999999999997,6895.0,805.0,7625.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2019,4400263,4400263,10635.0,22.0,8.799999999999999,6410.0,786.5000000000001,7275.0
Gewelds- en seksuele misdrijven,Overijssel (PV),2020,4400280,4400280,9750.0,20.0,8.1,4975.0,569.5,6435.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2010,4400671,4400671,17505.0,18.0,14.099999999999996,11755.0,949.2,12890.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2011,4400688,4400688,16715.0,18.0,13.299999999999997,11400.0,1004.1000000000001,12550.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2012,4400705,4400705,15940.0,18.0,12.499999999999998,10700.0,1024.7,11360.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2013,4400722,4400722,14290.0,17.0,11.199999999999998,10030.0,1042.4999999999998,10780.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2014,4400739,4400739,13630.0,17.0,10.3,8820.0,971.3999999999999,9310.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2015,4400756,4400756,12540.0,16.0,9.399999999999999,7835.0,935.7,8385.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2016,4400773,4400773,12625.0,16.0,9.499999999999998,7495.0,884.1999999999998,7985.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2017,4400790,4400790,11905.0,16.0,8.9,7000.0,864.5,7520.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2018,4400807,4400807,11990.0,17.0,8.799999999999999,6560.0,827.9999999999998,7130.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2019,4400824,4400824,12260.0,18.0,8.799999999999999,6455.0,716.5000000000001,6960.0
Gewelds- en seksuele misdrijven,Utrecht (PV),2020,4400841,4400841,11730.0,18.0,8.599999999999998,5200.0,573.0,6185.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2010,4401232,4401232,5685.0,24.0,13.6,4190.0,1118.8999999999999,4595.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2011,4401249,4401249,6280.0,26.0,15.5,4750.0,1022.2,5095.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2012,4401266,4401266,6300.0,28.0,15.6,4670.0,1014.8999999999997,5165.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2013,4401283,4401283,5685.0,27.0,13.799999999999999,4090.0,1002.5,4430.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2014,4401300,4401300,5180.0,28.0,12.499999999999998,3565.0,954.5,3905.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2015,4401317,4401317,4715.0,27.0,11.6,3350.0,1033.5,3745.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2016,4401334,4401334,4515.0,27.0,10.7,2965.0,928.7,3345.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2017,4401351,4401351,4140.0,29.0,9.8,2575.0,846.9,2835.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2018,4401368,4401368,4340.0,34.0,10.4,2755.0,880.2,3050.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2019,4401385,4401385,4350.0,30.0,10.5,2770.0,835.8,3185.0
Gewelds- en seksuele misdrijven,Zeeland (PV),2020,4401402,4401402,4080.0,27.0,10.0,2395.0,624.1,2945.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2010,4401045,4401045,66650.0,22.0,19.000000000000007,46105.0,1093.1,53135.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2011,4401062,4401062,65960.0,22.0,18.50000000000001,47430.0,1117.4999999999998,55115.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2012,4401079,4401079,64570.0,22.0,18.300000000000015,46385.0,1082.6,52590.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2013,4401096,4401096,61220.0,23.0,17.00000000000001,43680.0,1047.0,48545.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2014,4401113,4401113,57170.0,22.0,15.899999999999997,38830.0,1010.5,42600.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2015,4401130,4401130,52475.0,22.0,14.599999999999996,34695.0,982.5000000000001,38090.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2016,4401147,4401147,52085.0,22.0,14.299999999999997,32540.0,910.4,35705.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2017,4401164,4401164,50380.0,23.0,13.799999999999995,29600.0,824.3000000000001,32440.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2018,4401181,4401181,49575.0,25.0,13.399999999999997,27795.0,788.4,30790.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2019,4401198,4401198,51040.0,26.0,13.799999999999997,28775.0,782.6,32275.0
Gewelds- en seksuele misdrijven,Zuid-Holland (PV),2020,4401215,4401215,51585.0,25.0,13.7,24415.0,572.1999999999999,30010.0
Misdrijven WvSr,Drenthe (PV),2010,307329,307329,260.0,1.0,0.5,205.0,77.5,215.0
Misdrijven WvSr,Drenthe (PV),2011,307330,307330,300.0,1.0,0.6,240.0,79.7,245.0
Misdrijven WvSr,Drenthe (PV),2012,307331,307331,275.0,1.0,0.6,205.0,73.9,270.0
Misdrijven WvSr,Drenthe (PV),2013,307332,307332,265.0,1.0,0.5,190.0,71.1,200.0
Misdrijven WvSr,Drenthe (PV),2014,307333,307333,270.0,1.0,0.6,175.0,64.3,205.0
Misdrijven WvSr,Drenthe (PV),2015,307334,307334,255.0,1.0,0.5,150.0,59.8,160.0
Misdrijven WvSr,Drenthe (PV),2016,307335,307335,215.0,1.0,0.4,120.0,55.8,120.0
Misdrijven WvSr,Drenthe (PV),2017,307336,307336,185.0,1.0,0.4,90.0,49.5,95.0
