SoortMisdrijf,RegioS,Perioden,TotaalGeregistreerdeMisdrijven_1,GeregistreerdeMisdrijvenRelatief_2,GeregistreerdeMisdrijvenPer1000Inw_3,TotaalOpgehelderdeMisdrijven_4,OpgehelderdeMisdrijvenRelatief_5,RegistratiesVanVerdachten_6
"Misdrijven, totaal",Eijsden-Margraten,2016,790.0,100.0,31.4,130.0,16.3,160.0
"Misdrijven, totaal",Eijsden-Margraten,2017,810.0,100.0,32.0,115.0,14.0,130.0
"Misdrijven, totaal",Eijsden-Margraten,2018,820.0,100.0,32.0,145.0,18.0,185.0
"Misdrijven, totaal",Eijsden-Margraten,2019,815.0,100.0,31.7,155.0,18.8,195.0
"Misdrijven, totaal",Eijsden-Margraten,2020,715.0,100.0,27.7,105.0,14.4,125.0
"Misdrijven, totaal",Eindhoven,2010,24650.0,100.0,115.3,6355.0,25.8,7630.0
"Misdrijven, totaal",Eindhoven,2011,25595.0,100.0,118.5,6110.0,23.9,7345.0
"Misdrijven, totaal",Eindhoven,2012,26105.0,100.0,120.2,6050.0,23.2,6835.0
"Misdrijven, totaal",Eindhoven,2013,25745.0,100.0,117.9,5415.0,21.0,6300.0
"Misdrijven, totaal",Eindhoven,2014,23085.0,100.0,104.5,5070.0,22.0,5925.0
"Misdrijven, totaal",Eindhoven,2015,22200.0,100.0,99.4,4925.0,22.2,5730.0
"Misdrijven, totaal",Eindhoven,2016,21490.0,100.0,95.6,5000.0,23.3,5755.0
"Misdrijven, totaal",Eindhoven,2017,18630.0,100.0,82.1,5010.0,26.9,5720.0
"Misdrijven, totaal",Eindhoven,2018,17870.0,100.0,78.0,5570.0,31.2,6530.0
"Misdrijven, totaal",Eindhoven,2019,18725.0,100.0,80.8,6290.0,33.6,7320.0
"Misdrijven, totaal",Eindhoven,2020,17205.0,100.0,73.4,5270.0,30.6,6415.0
"Misdrijven, totaal",Elburg,2010,1020.0,100.0,46.1,235.0,22.8,285.0
"Misdrijven, totaal",Elburg,2011,1040.0,100.0,46.5,270.0,25.8,300.0
"Misdrijven, totaal",Elburg,2012,865.0,100.0,38.6,245.0,28.2,290.0
"Misdrijven, totaal",Elburg,2013,875.0,100.0,38.9,240.0,27.2,280.0
"Misdrijven, totaal",Elburg,2014,760.0,100.0,33.6,210.0,27.9,240.0
"Misdrijven, totaal",Elburg,2015,800.0,100.0,34.9,240.0,30.1,295.0
"Misdrijven, totaal",Elburg,2016,685.0,100.0,29.8,190.0,27.6,225.0
"Misdrijven, totaal",Elburg,2017,595.0,100.0,25.8,175.0,29.7,205.0
"Misdrijven, totaal",Elburg,2018,555.0,100.0,24.0,165.0,29.8,190.0
"Misdrijven, totaal",Elburg,2019,620.0,100.0,26.9,200.0,32.0,235.0
"Misdrijven, totaal",Elburg,2020,600.0,100.0,25.9,155.0,26.1,200.0
"Misdrijven, totaal",Emmen,2010,6340.0,100.0,57.9,1900.0,30.0,2330.0
"Misdrijven, totaal",Emmen,2011,6425.0,100.0,58.8,2075.0,32.3,2565.0
"Misdrijven, totaal",Emmen,2012,6415.0,100.0,58.9,2250.0,35.1,2750.0
"Misdrijven, totaal",Emmen,2013,5750.0,100.0,53.0,1750.0,30.4,2215.0
"Misdrijven, totaal",Emmen,2014,5845.0,100.0,54.1,1680.0,28.8,2355.0
"Misdrijven, totaal",Emmen,2015,5405.0,100.0,50.2,1545.0,28.5,1995.0
"Misdrijven, totaal",Emmen,2016,4780.0,100.0,44.4,1250.0,26.2,1755.0
"Misdrijven, totaal",Emmen,2017,4140.0,100.0,38.5,1205.0,29.1,1470.0
"Misdrijven, totaal",Emmen,2018,3890.0,100.0,36.3,1145.0,29.5,1440.0
"Misdrijven, totaal",Emmen,2019,4155.0,100.0,38.8,1140.0,27.4,1475.0
"Misdrijven, totaal",Emmen,2020,4325.0,100.0,40.4,955.0,22.1,1340.0
"Misdrijven, totaal",Enkhuizen,2010,1575.0,100.0,86.7,315.0,20.0,395.0
"Misdrijven, totaal",Enkhuizen,2011,1520.0,100.0,83.6,275.0,18.2,320.0
"Misdrijven, totaal",Enkhuizen,2012,1435.0,100.0,78.7,265.0,18.5,325.0
"Misdrijven, totaal",Enkhuizen,2013,1265.0,100.0,69.0,245.0,19.3,285.0
"Misdrijven, totaal",Enkhuizen,2014,1125.0,100.0,61.3,250.0,22.4,290.0
"Misdrijven, totaal",Enkhuizen,2015,1125.0,100.0,61.3,255.0,22.7,330.0
"Misdrijven, totaal",Enkhuizen,2016,970.0,100.0,52.7,240.0,24.8,270.0
"Misdrijven, totaal",Enkhuizen,2017,755.0,100.0,40.7,215.0,28.4,260.0
"Misdrijven, totaal",Enkhuizen,2018,745.0,100.0,40.4,190.0,25.2,225.0
"Misdrijven, totaal",Enkhuizen,2019,750.0,100.0,40.6,230.0,30.4,255.0
"Misdrijven, totaal",Enkhuizen,2020,770.0,100.0,41.3,145.0,18.8,180.0
"Misdrijven, totaal",Enschede,2010,14485.0,100.0,92.2,3675.0,25.4,4480.0
"Misdrijven, totaal",Enschede,2011,14265.0,100.0,90.4,3540.0,24.8,4330.0
"Misdrijven, totaal",Enschede,2012,14430.0,100.0,91.3,3460.0,24.0,4145.0
"Misdrijven, totaal",Enschede,2013,14215.0,100.0,89.6,3155.0,22.2,3775.0
"Misdrijven, totaal",Enschede,2014,12455.0,100.0,78.5,2725.0,21.9,3250.0
"Misdrijven, totaal",Enschede,2015,11120.0,100.0,70.1,2490.0,22.4,2910.0
"Misdrijven, totaal",Enschede,2016,11020.0,100.0,69.6,2545.0,23.1,3015.0
"Misdrijven, totaal",Enschede,2017,9630.0,100.0,60.9,2295.0,23.8,2740.0
"Misdrijven, totaal",Enschede,2018,9000.0,100.0,56.9,2365.0,26.3,2835.0
"Misdrijven, totaal",Enschede,2019,9100.0,100.0,57.3,2375.0,26.1,2875.0
"Misdrijven, totaal",Enschede,2020,10160.0,100.0,63.6,2335.0,23.0,2965.0
"Misdrijven, totaal",Epe,2010,1990.0,100.0,60.6,495.0,24.9,620.0
"Misdrijven, totaal",Epe,2011,1720.0,100.0,52.4,385.0,22.3,450.0
"Misdrijven, totaal",Epe,2012,1615.0,100.0,49.7,380.0,23.5,455.0
"Misdrijven, totaal",Epe,2013,1440.0,100.0,44.5,365.0,25.2,470.0
"Misdrijven, totaal",Epe,2014,1235.0,100.0,38.2,350.0,28.1,405.0
"Misdrijven, totaal",Epe,2015,1195.0,100.0,37.1,300.0,25.0,370.0
"Misdrijven, totaal",Epe,2016,1175.0,100.0,36.4,315.0,26.8,380.0
"Misdrijven, totaal",Epe,2017,1160.0,100.0,35.6,340.0,29.5,430.0
"Misdrijven, totaal",Epe,2018,960.0,100.0,29.2,280.0,29.4,335.0
"Misdrijven, totaal",Epe,2019,875.0,100.0,26.5,230.0,26.1,260.0
"Misdrijven, totaal",Epe,2020,985.0,100.0,29.7,280.0,28.6,355.0
"Misdrijven, totaal",Ermelo,2010,1850.0,100.0,70.5,545.0,29.6,650.0
"Misdrijven, totaal",Ermelo,2011,1755.0,100.0,67.1,515.0,29.2,625.0
"Misdrijven, totaal",Ermelo,2012,1485.0,100.0,56.9,465.0,31.2,530.0
"Misdrijven, totaal",Ermelo,2013,1445.0,100.0,55.3,440.0,30.4,510.0
"Misdrijven, totaal",Ermelo,2014,1455.0,100.0,55.9,440.0,30.3,500.0
"Misdrijven, totaal",Ermelo,2015,1310.0,100.0,50.1,435.0,33.0,500.0
"Misdrijven, totaal",Ermelo,2016,1355.0,100.0,51.0,480.0,35.6,580.0
"Misdrijven, totaal",Ermelo,2017,1065.0,100.0,40.1,380.0,35.5,460.0
"Misdrijven, totaal",Ermelo,2018,1055.0,100.0,39.3,400.0,38.0,480.0
"Misdrijven, totaal",Ermelo,2019,1065.0,100.0,39.7,395.0,37.0,460.0
"Misdrijven, totaal",Ermelo,2020,1140.0,100.0,42.2,360.0,31.6,460.0
"Misdrijven, totaal",Etten-Leur,2010,3015.0,100.0,72.6,605.0,20.1,735.0
"Misdrijven, totaal",Etten-Leur,2011,2795.0,100.0,66.9,490.0,17.6,570.0
"Misdrijven, totaal",Etten-Leur,2012,2650.0,100.0,63.0,510.0,19.2,615.0
"Misdrijven, totaal",Etten-Leur,2013,2450.0,100.0,58.0,500.0,20.4,595.0
"Misdrijven, totaal",Etten-Leur,2014,2440.0,100.0,57.6,550.0,22.6,695.0
"Misdrijven, totaal",Etten-Leur,2015,2245.0,100.0,52.8,460.0,20.6,565.0
"Misdrijven, totaal",Etten-Leur,2016,2140.0,100.0,50.0,450.0,21.0,525.0
"Misdrijven, totaal",Etten-Leur,2017,1760.0,100.0,40.9,370.0,21.1,450.0
"Misdrijven, totaal",Etten-Leur,2018,1575.0,100.0,36.2,395.0,25.0,500.0
"Misdrijven, totaal",Etten-Leur,2019,1795.0,100.0,41.0,445.0,24.9,535.0
"Misdrijven, totaal",Etten-Leur,2020,1725.0,100.0,39.3,420.0,24.3,520.0
"Misdrijven, totaal",Ferwerderadiel,2010,180.0,100.0,20.6,55.0,30.2,70.0
"Misdrijven, totaal",Ferwerderadiel,2011,245.0,100.0,27.6,75.0,30.6,90.0
"Misdrijven, totaal",Ferwerderadiel,2012,195.0,100.0,22.0,65.0,32.5,75.0
"Misdrijven, totaal",Ferwerderadiel,2013,220.0,100.0,24.6,90.0,40.4,90.0
"Misdrijven, totaal",Ferwerderadiel,2014,190.0,100.0,21.6,50.0,26.8,50.0
"Misdrijven, totaal",Ferwerderadiel,2015,175.0,100.0,20.3,55.0,31.6,60.0
"Misdrijven, totaal",Ferwerderadiel,2016,175.0,100.0,20.2,40.0,22.7,50.0
"Misdrijven, totaal",Ferwerderadiel,2017,120.0,100.0,13.9,25.0,22.3,25.0
"Misdrijven, totaal",Ferwerderadiel,2018,135.0,100.0,15.3,35.0,27.1,40.0
"Misdrijven, totaal",Ferwerderadiel,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Ferwerderadiel,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Franekeradeel,2010,855.0,100.0,41.5,245.0,28.8,300.0
"Misdrijven, totaal",Franekeradeel,2011,775.0,100.0,37.2,250.0,32.6,305.0
"Misdrijven, totaal",Franekeradeel,2012,760.0,100.0,37.1,235.0,30.6,275.0
"Misdrijven, totaal",Franekeradeel,2013,745.0,100.0,36.4,235.0,31.2,270.0
"Misdrijven, totaal",Franekeradeel,2014,680.0,100.0,33.3,220.0,32.4,255.0
"Misdrijven, totaal",Franekeradeel,2015,740.0,100.0,36.4,235.0,31.9,315.0
"Misdrijven, totaal",Franekeradeel,2016,615.0,100.0,30.3,195.0,31.4,225.0
"Misdrijven, totaal",Franekeradeel,2017,485.0,100.0,24.0,165.0,33.7,250.0
"Misdrijven, totaal",Franekeradeel,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Franekeradeel,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Franekeradeel,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Gaasterlân-Sleat,2010,330.0,100.0,32.2,90.0,27.1,125.0
"Misdrijven, totaal",Gaasterlân-Sleat,2011,345.0,100.0,33.7,70.0,20.6,70.0
"Misdrijven, totaal",Gaasterlân-Sleat,2012,310.0,100.0,30.6,75.0,23.4,85.0
"Misdrijven, totaal",Gaasterlân-Sleat,2013,275.0,100.0,26.9,65.0,23.7,85.0
"Misdrijven, totaal",Gaasterlân-Sleat,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Gaasterlân-Sleat,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Gaasterlân-Sleat,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Gaasterlân-Sleat,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Gaasterlân-Sleat,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Gaasterlân-Sleat,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Gaasterlân-Sleat,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Geertruidenberg,2010,1195.0,100.0,56.8,260.0,21.7,330.0
"Misdrijven, totaal",Geertruidenberg,2011,1130.0,100.0,52.9,250.0,22.0,270.0
"Misdrijven, totaal",Geertruidenberg,2012,1120.0,100.0,52.2,250.0,22.2,300.0
"Misdrijven, totaal",Geertruidenberg,2013,1085.0,100.0,50.4,225.0,20.9,260.0
"Misdrijven, totaal",Geertruidenberg,2014,1000.0,100.0,46.5,210.0,20.9,240.0
"Misdrijven, totaal",Geertruidenberg,2015,1000.0,100.0,46.4,180.0,18.0,220.0
"Misdrijven, totaal",Geertruidenberg,2016,950.0,100.0,43.8,165.0,17.3,200.0
"Misdrijven, totaal",Geertruidenberg,2017,925.0,100.0,43.0,195.0,21.2,245.0
"Misdrijven, totaal",Geertruidenberg,2018,850.0,100.0,39.6,205.0,23.8,235.0
"Misdrijven, totaal",Geertruidenberg,2019,890.0,100.0,41.4,270.0,30.2,320.0
"Misdrijven, totaal",Geertruidenberg,2020,1015.0,100.0,47.2,205.0,20.0,250.0
"Misdrijven, totaal",Gemert-Bakel,2010,1420.0,100.0,49.3,390.0,27.5,500.0
"Misdrijven, totaal",Gemert-Bakel,2011,1405.0,100.0,48.7,405.0,28.9,465.0
"Misdrijven, totaal",Gemert-Bakel,2012,1445.0,100.0,49.8,430.0,29.9,505.0
"Misdrijven, totaal",Gemert-Bakel,2013,1485.0,100.0,51.0,365.0,24.6,455.0
"Misdrijven, totaal",Gemert-Bakel,2014,1455.0,100.0,49.6,310.0,21.4,375.0
"Misdrijven, totaal",Gemert-Bakel,2015,1190.0,100.0,40.4,330.0,27.5,405.0
"Misdrijven, totaal",Gemert-Bakel,2016,1095.0,100.0,37.0,265.0,24.2,315.0
"Misdrijven, totaal",Gemert-Bakel,2017,1090.0,100.0,36.3,260.0,23.7,310.0
"Misdrijven, totaal",Gemert-Bakel,2018,815.0,100.0,26.8,190.0,23.3,235.0
"Misdrijven, totaal",Gemert-Bakel,2019,930.0,100.0,30.5,220.0,23.7,260.0
"Misdrijven, totaal",Gemert-Bakel,2020,965.0,100.0,31.4,200.0,20.9,285.0
"Misdrijven, totaal",Gennep,2010,855.0,100.0,49.9,215.0,25.1,265.0
"Misdrijven, totaal",Gennep,2011,920.0,100.0,53.0,235.0,25.4,275.0
"Misdrijven, totaal",Gennep,2012,895.0,100.0,51.6,205.0,22.6,235.0
"Misdrijven, totaal",Gennep,2013,740.0,100.0,42.7,160.0,21.6,170.0
"Misdrijven, totaal",Gennep,2014,675.0,100.0,38.9,145.0,21.4,165.0
"Misdrijven, totaal",Gennep,2015,715.0,100.0,41.4,130.0,18.3,155.0
"Misdrijven, totaal",Gennep,2016,580.0,100.0,34.1,120.0,20.8,135.0
"Misdrijven, totaal",Gennep,2017,515.0,100.0,30.2,115.0,22.2,135.0
"Misdrijven, totaal",Gennep,2018,440.0,100.0,25.9,85.0,19.7,95.0
"Misdrijven, totaal",Gennep,2019,540.0,100.0,31.6,155.0,28.5,175.0
"Misdrijven, totaal",Gennep,2020,535.0,100.0,31.7,115.0,21.1,160.0
"Misdrijven, totaal",Giessenlanden,2010,370.0,100.0,25.6,95.0,25.9,140.0
"Misdrijven, totaal",Giessenlanden,2011,390.0,100.0,27.1,120.0,30.2,155.0
"Misdrijven, totaal",Giessenlanden,2012,445.0,100.0,30.7,125.0,27.6,155.0
"Misdrijven, totaal",Giessenlanden,2013,440.0,100.0,30.3,125.0,28.5,175.0
"Misdrijven, totaal",Giessenlanden,2014,385.0,100.0,26.5,125.0,33.2,165.0
"Misdrijven, totaal",Giessenlanden,2015,450.0,100.0,31.3,115.0,25.7,160.0
"Misdrijven, totaal",Giessenlanden,2016,390.0,100.0,26.9,85.0,21.2,100.0
"Misdrijven, totaal",Giessenlanden,2017,325.0,100.0,22.2,70.0,21.0,80.0
"Misdrijven, totaal",Giessenlanden,2018,305.0,100.0,20.9,65.0,21.1,80.0
"Misdrijven, totaal",Giessenlanden,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Giessenlanden,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Gilze en Rijen,2010,1460.0,100.0,56.3,355.0,24.2,415.0
"Misdrijven, totaal",Gilze en Rijen,2011,1670.0,100.0,64.8,340.0,20.3,400.0
"Misdrijven, totaal",Gilze en Rijen,2012,1515.0,100.0,59.1,250.0,16.7,310.0
"Misdrijven, totaal",Gilze en Rijen,2013,1415.0,100.0,54.6,265.0,18.8,340.0
"Misdrijven, totaal",Gilze en Rijen,2014,1335.0,100.0,51.2,235.0,17.6,300.0
"Misdrijven, totaal",Gilze en Rijen,2015,1325.0,100.0,50.8,260.0,19.5,305.0
"Misdrijven, totaal",Gilze en Rijen,2016,1245.0,100.0,47.7,230.0,18.4,295.0
"Misdrijven, totaal",Gilze en Rijen,2017,995.0,100.0,37.9,215.0,21.4,255.0
"Misdrijven, totaal",Gilze en Rijen,2018,1020.0,100.0,38.8,220.0,21.7,270.0
"Misdrijven, totaal",Gilze en Rijen,2019,1060.0,100.0,40.1,250.0,23.4,290.0
"Misdrijven, totaal",Gilze en Rijen,2020,1060.0,100.0,40.0,205.0,19.2,270.0
"Misdrijven, totaal",Goes,2010,2625.0,100.0,71.7,990.0,37.8,1365.0
"Misdrijven, totaal",Goes,2011,2765.0,100.0,75.4,990.0,35.7,1215.0
"Misdrijven, totaal",Goes,2012,2600.0,100.0,70.4,1035.0,39.8,1295.0
"Misdrijven, totaal",Goes,2013,2365.0,100.0,63.9,955.0,40.5,1205.0
"Misdrijven, totaal",Goes,2014,2175.0,100.0,58.9,830.0,38.1,1000.0
"Misdrijven, totaal",Goes,2015,2060.0,100.0,55.5,805.0,39.0,990.0
"Misdrijven, totaal",Goes,2016,2025.0,100.0,54.5,775.0,38.2,930.0
"Misdrijven, totaal",Goes,2017,1595.0,100.0,42.8,700.0,43.8,825.0
"Misdrijven, totaal",Goes,2018,1645.0,100.0,43.7,745.0,45.3,880.0
"Misdrijven, totaal",Goes,2019,1790.0,100.0,47.5,825.0,46.3,990.0
"Misdrijven, totaal",Goes,2020,1710.0,100.0,44.9,600.0,35.0,825.0
"Misdrijven, totaal",Goirle,2010,1190.0,100.0,52.3,220.0,18.6,250.0
"Misdrijven, totaal",Goirle,2011,1195.0,100.0,52.5,180.0,15.0,245.0
"Misdrijven, totaal",Goirle,2012,1060.0,100.0,46.6,185.0,17.4,245.0
"Misdrijven, totaal",Goirle,2013,970.0,100.0,42.2,155.0,16.1,200.0
"Misdrijven, totaal",Goirle,2014,910.0,100.0,39.5,125.0,13.8,150.0
"Misdrijven, totaal",Goirle,2015,860.0,100.0,37.3,140.0,16.3,170.0
"Misdrijven, totaal",Goirle,2016,780.0,100.0,33.8,140.0,17.8,165.0
"Misdrijven, totaal",Goirle,2017,660.0,100.0,28.3,105.0,15.9,120.0
"Misdrijven, totaal",Goirle,2018,665.0,100.0,28.1,135.0,20.5,165.0
"Misdrijven, totaal",Goirle,2019,725.0,100.0,30.6,165.0,22.6,185.0
"Misdrijven, totaal",Goirle,2020,785.0,100.0,32.8,140.0,17.6,195.0
"Misdrijven, totaal",Gorinchem,2010,2505.0,100.0,72.3,980.0,39.1,1310.0
"Misdrijven, totaal",Gorinchem,2011,2545.0,100.0,72.9,915.0,36.0,1240.0
"Misdrijven, totaal",Gorinchem,2012,2525.0,100.0,72.0,855.0,33.8,1135.0
"Misdrijven, totaal",Gorinchem,2013,2355.0,100.0,67.1,800.0,34.0,995.0
"Misdrijven, totaal",Gorinchem,2014,2185.0,100.0,61.9,740.0,33.9,930.0
"Misdrijven, totaal",Gorinchem,2015,2225.0,100.0,63.0,660.0,29.7,815.0
"Misdrijven, totaal",Gorinchem,2016,2015.0,100.0,57.1,560.0,27.8,665.0
"Misdrijven, totaal",Gorinchem,2017,1690.0,100.0,47.2,510.0,30.3,630.0
"Misdrijven, totaal",Gorinchem,2018,1510.0,100.0,41.7,450.0,29.6,525.0
"Misdrijven, totaal",Gorinchem,2019,1715.0,100.0,46.8,520.0,30.3,635.0
"Misdrijven, totaal",Gorinchem,2020,1830.0,100.0,49.5,495.0,27.0,555.0
"Misdrijven, totaal",Gouda,2010,6700.0,100.0,94.2,1855.0,27.7,2040.0
"Misdrijven, totaal",Gouda,2011,7120.0,100.0,100.2,1870.0,26.3,2065.0
"Misdrijven, totaal",Gouda,2012,6530.0,100.0,91.6,1630.0,25.0,1790.0
"Misdrijven, totaal",Gouda,2013,6215.0,100.0,87.6,1720.0,27.7,1845.0
"Misdrijven, totaal",Gouda,2014,6245.0,100.0,88.0,2070.0,33.1,2430.0
"Misdrijven, totaal",Gouda,2015,5165.0,100.0,72.7,1455.0,28.1,1780.0
"Misdrijven, totaal",Gouda,2016,4935.0,100.0,69.4,1285.0,26.0,1620.0
"Misdrijven, totaal",Gouda,2017,4185.0,100.0,58.3,1165.0,27.8,1395.0
"Misdrijven, totaal",Gouda,2018,3990.0,100.0,54.9,1120.0,28.0,1295.0
"Misdrijven, totaal",Gouda,2019,3960.0,100.0,54.1,1220.0,30.8,1470.0
"Misdrijven, totaal",Gouda,2020,3800.0,100.0,51.8,1015.0,26.7,1235.0
"Misdrijven, totaal",Graafstroom,2010,245.0,100.0,25.0,85.0,35.1,115.0
"Misdrijven, totaal",Graafstroom,2011,275.0,100.0,28.0,70.0,25.1,95.0
"Misdrijven, totaal",Graafstroom,2012,340.0,100.0,34.5,105.0,31.4,175.0
"Misdrijven, totaal",Graafstroom,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graafstroom,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graafstroom,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graafstroom,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graafstroom,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graafstroom,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graafstroom,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graafstroom,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graft-De Rijp,2010,280.0,100.0,43.1,65.0,22.5,70.0
"Misdrijven, totaal",Graft-De Rijp,2011,245.0,100.0,38.1,60.0,23.5,65.0
"Misdrijven, totaal",Graft-De Rijp,2012,230.0,100.0,35.9,35.0,14.7,40.0
"Misdrijven, totaal",Graft-De Rijp,2013,225.0,100.0,35.3,35.0,14.5,55.0
"Misdrijven, totaal",Graft-De Rijp,2014,185.0,100.0,28.5,30.0,16.8,45.0
"Misdrijven, totaal",Graft-De Rijp,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graft-De Rijp,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graft-De Rijp,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graft-De Rijp,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graft-De Rijp,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Graft-De Rijp,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Grave,2010,580.0,100.0,44.7,165.0,28.7,215.0
"Misdrijven, totaal",Grave,2011,540.0,100.0,41.5,150.0,28.1,205.0
"Misdrijven, totaal",Grave,2012,565.0,100.0,44.1,140.0,25.2,185.0
"Misdrijven, totaal",Grave,2013,575.0,100.0,45.0,155.0,27.1,200.0
"Misdrijven, totaal",Grave,2014,455.0,100.0,35.7,105.0,22.7,120.0
"Misdrijven, totaal",Grave,2015,470.0,100.0,36.8,130.0,28.0,155.0
"Misdrijven, totaal",Grave,2016,505.0,100.0,40.1,150.0,29.2,175.0
"Misdrijven, totaal",Grave,2017,445.0,100.0,36.0,155.0,35.3,180.0
"Misdrijven, totaal",Grave,2018,540.0,100.0,43.6,155.0,28.2,170.0
"Misdrijven, totaal",Grave,2019,530.0,100.0,42.5,145.0,27.2,175.0
"Misdrijven, totaal",Grave,2020,505.0,100.0,40.5,125.0,24.8,160.0
"Misdrijven, totaal",Groesbeek,2010,915.0,100.0,48.3,235.0,25.7,270.0
"Misdrijven, totaal",Groesbeek,2011,945.0,100.0,50.0,265.0,28.2,325.0
"Misdrijven, totaal",Groesbeek,2012,980.0,100.0,51.8,215.0,21.8,250.0
"Misdrijven, totaal",Groesbeek,2013,915.0,100.0,48.0,185.0,20.4,220.0
"Misdrijven, totaal",Groesbeek,2014,820.0,100.0,43.1,215.0,26.3,250.0
"Misdrijven, totaal",Groesbeek,2015,1330.0,100.0,38.8,300.0,22.7,335.0
"Misdrijven, totaal",Groesbeek,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Groesbeek,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Groesbeek,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Groesbeek,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Groesbeek,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Groningen (gemeente),2010,19535.0,100.0,104.3,6275.0,32.1,7630.0
"Misdrijven, totaal",Groningen (gemeente),2011,18500.0,100.0,97.4,6075.0,32.8,7180.0
"Misdrijven, totaal",Groningen (gemeente),2012,18245.0,100.0,94.5,5545.0,30.4,6475.0
"Misdrijven, totaal",Groningen (gemeente),2013,18535.0,100.0,94.8,5145.0,27.8,6035.0
"Misdrijven, totaal",Groningen (gemeente),2014,16760.0,100.0,84.5,4420.0,26.4,5285.0
"Misdrijven, totaal",Groningen (gemeente),2015,16440.0,100.0,82.1,4205.0,25.6,4980.0
"Misdrijven, totaal",Groningen (gemeente),2016,16480.0,100.0,82.0,3715.0,22.5,4330.0
"Misdrijven, totaal",Groningen (gemeente),2017,13850.0,100.0,68.3,3660.0,26.4,4310.0
"Misdrijven, totaal",Groningen (gemeente),2018,12975.0,100.0,64.0,3820.0,29.5,4535.0
"Misdrijven, totaal",Groningen (gemeente),2019,13735.0,100.0,59.4,4035.0,29.4,4980.0
"Misdrijven, totaal",Groningen (gemeente),2020,12450.0,100.0,53.5,3065.0,24.6,4255.0
"Misdrijven, totaal",Grootegast,2010,305.0,100.0,25.2,120.0,38.9,150.0
"Misdrijven, totaal",Grootegast,2011,305.0,100.0,24.8,85.0,28.7,105.0
"Misdrijven, totaal",Grootegast,2012,330.0,100.0,26.8,95.0,29.5,155.0
"Misdrijven, totaal",Grootegast,2013,320.0,100.0,26.3,100.0,30.5,130.0
"Misdrijven, totaal",Grootegast,2014,260.0,100.0,21.4,80.0,30.8,85.0
"Misdrijven, totaal",Grootegast,2015,225.0,100.0,18.4,65.0,29.6,75.0
"Misdrijven, totaal",Grootegast,2016,215.0,100.0,17.9,60.0,26.7,75.0
"Misdrijven, totaal",Grootegast,2017,155.0,100.0,12.8,40.0,26.9,70.0
"Misdrijven, totaal",Grootegast,2018,205.0,100.0,16.7,70.0,35.0,95.0
"Misdrijven, totaal",Grootegast,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Grootegast,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Gulpen-Wittem,2010,750.0,100.0,51.3,175.0,23.4,260.0
"Misdrijven, totaal",Gulpen-Wittem,2011,685.0,100.0,47.4,135.0,19.9,165.0
