SoortMisdrijf,RegioS,Perioden,TotaalGeregistreerdeMisdrijven_1,GeregistreerdeMisdrijvenRelatief_2,GeregistreerdeMisdrijvenPer1000Inw_3,TotaalOpgehelderdeMisdrijven_4,OpgehelderdeMisdrijvenRelatief_5,RegistratiesVanVerdachten_6
"Misdrijven, totaal",'s-Gravenhage (gemeente),2010,58085.0,100.0,118.9,20115.0,34.6,24635.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2011,57020.0,100.0,115.2,19430.0,34.1,23915.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2012,53460.0,100.0,106.5,18375.0,34.4,22520.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2013,51410.0,100.0,101.6,18060.0,35.1,21790.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2014,49360.0,100.0,97.0,16735.0,33.9,19920.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2015,45920.0,100.0,89.2,14440.0,31.4,17170.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2016,43185.0,100.0,83.1,13480.0,31.2,15800.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2017,37965.0,100.0,72.3,12450.0,32.8,14490.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2018,34960.0,100.0,65.6,11305.0,32.3,13200.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2019,37315.0,100.0,69.4,11950.0,32.0,14015.0
"Misdrijven, totaal",'s-Gravenhage (gemeente),2020,37235.0,100.0,68.2,10260.0,27.6,13180.0
"Misdrijven, totaal",'s-Hertogenbosch,2010,14345.0,100.0,102.7,3435.0,23.9,4385.0
"Misdrijven, totaal",'s-Hertogenbosch,2011,13720.0,100.0,97.4,3280.0,23.9,4095.0
"Misdrijven, totaal",'s-Hertogenbosch,2012,12640.0,100.0,89.1,3160.0,25.0,3920.0
"Misdrijven, totaal",'s-Hertogenbosch,2013,12310.0,100.0,86.2,3250.0,26.4,3875.0
"Misdrijven, totaal",'s-Hertogenbosch,2014,11075.0,100.0,77.1,2970.0,26.8,3665.0
"Misdrijven, totaal",'s-Hertogenbosch,2015,11485.0,100.0,76.1,2805.0,24.4,3290.0
"Misdrijven, totaal",'s-Hertogenbosch,2016,10700.0,100.0,70.6,2575.0,24.0,2935.0
"Misdrijven, totaal",'s-Hertogenbosch,2017,9935.0,100.0,65.2,2340.0,23.6,2765.0
"Misdrijven, totaal",'s-Hertogenbosch,2018,8975.0,100.0,58.5,2285.0,25.4,2680.0
"Misdrijven, totaal",'s-Hertogenbosch,2019,9200.0,100.0,59.7,2620.0,28.5,3090.0
"Misdrijven, totaal",'s-Hertogenbosch,2020,8965.0,100.0,57.8,2235.0,24.9,2875.0
"Misdrijven, totaal",Aa en Hunze,2010,805.0,100.0,31.5,180.0,22.6,215.0
"Misdrijven, totaal",Aa en Hunze,2011,945.0,100.0,36.7,240.0,25.3,310.0
"Misdrijven, totaal",Aa en Hunze,2012,940.0,100.0,36.6,200.0,21.1,235.0
"Misdrijven, totaal",Aa en Hunze,2013,785.0,100.0,30.8,190.0,24.1,285.0
"Misdrijven, totaal",Aa en Hunze,2014,680.0,100.0,26.9,155.0,22.9,195.0
"Misdrijven, totaal",Aa en Hunze,2015,645.0,100.0,25.6,155.0,24.3,205.0
"Misdrijven, totaal",Aa en Hunze,2016,620.0,100.0,24.6,120.0,19.2,145.0
"Misdrijven, totaal",Aa en Hunze,2017,550.0,100.0,21.7,135.0,24.6,160.0
"Misdrijven, totaal",Aa en Hunze,2018,545.0,100.0,21.4,125.0,23.2,160.0
"Misdrijven, totaal",Aa en Hunze,2019,670.0,100.0,26.5,160.0,24.0,185.0
"Misdrijven, totaal",Aa en Hunze,2020,625.0,100.0,24.5,95.0,15.6,145.0
"Misdrijven, totaal",Aalburg,2010,470.0,100.0,37.1,90.0,19.2,105.0
"Misdrijven, totaal",Aalburg,2011,490.0,100.0,38.5,80.0,16.8,95.0
"Misdrijven, totaal",Aalburg,2012,500.0,100.0,39.2,90.0,18.2,100.0
"Misdrijven, totaal",Aalburg,2013,435.0,100.0,34.0,85.0,19.6,145.0
"Misdrijven, totaal",Aalburg,2014,425.0,100.0,32.9,100.0,23.6,120.0
"Misdrijven, totaal",Aalburg,2015,385.0,100.0,29.6,65.0,17.5,85.0
"Misdrijven, totaal",Aalburg,2016,340.0,100.0,26.0,60.0,17.4,65.0
"Misdrijven, totaal",Aalburg,2017,275.0,100.0,21.0,75.0,27.4,90.0
"Misdrijven, totaal",Aalburg,2018,255.0,100.0,19.5,45.0,17.2,50.0
"Misdrijven, totaal",Aalburg,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Aalburg,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Aalsmeer,2010,1405.0,100.0,48.2,305.0,21.5,390.0
"Misdrijven, totaal",Aalsmeer,2011,1480.0,100.0,49.1,340.0,23.1,450.0
"Misdrijven, totaal",Aalsmeer,2012,1220.0,100.0,40.1,270.0,22.3,350.0
"Misdrijven, totaal",Aalsmeer,2013,1280.0,100.0,41.8,275.0,21.6,360.0
"Misdrijven, totaal",Aalsmeer,2014,1210.0,100.0,39.4,330.0,27.4,410.0
"Misdrijven, totaal",Aalsmeer,2015,1100.0,100.0,35.4,305.0,27.5,380.0
"Misdrijven, totaal",Aalsmeer,2016,1195.0,100.0,38.2,300.0,24.9,355.0
"Misdrijven, totaal",Aalsmeer,2017,1215.0,100.0,38.8,245.0,20.1,275.0
"Misdrijven, totaal",Aalsmeer,2018,1135.0,100.0,36.0,275.0,24.4,325.0
"Misdrijven, totaal",Aalsmeer,2019,1095.0,100.0,34.5,220.0,20.0,255.0
"Misdrijven, totaal",Aalsmeer,2020,1130.0,100.0,35.4,215.0,19.1,275.0
"Misdrijven, totaal",Aalten,2010,905.0,100.0,32.9,235.0,26.0,295.0
"Misdrijven, totaal",Aalten,2011,775.0,100.0,28.2,210.0,26.8,270.0
"Misdrijven, totaal",Aalten,2012,700.0,100.0,25.6,170.0,24.2,210.0
"Misdrijven, totaal",Aalten,2013,685.0,100.0,25.3,160.0,23.1,190.0
"Misdrijven, totaal",Aalten,2014,685.0,100.0,25.4,170.0,24.5,185.0
"Misdrijven, totaal",Aalten,2015,615.0,100.0,22.9,155.0,25.2,205.0
"Misdrijven, totaal",Aalten,2016,635.0,100.0,23.6,175.0,27.3,205.0
"Misdrijven, totaal",Aalten,2017,530.0,100.0,19.6,170.0,31.7,195.0
"Misdrijven, totaal",Aalten,2018,505.0,100.0,18.7,180.0,35.5,215.0
"Misdrijven, totaal",Aalten,2019,580.0,100.0,21.5,150.0,26.2,185.0
"Misdrijven, totaal",Aalten,2020,555.0,100.0,20.4,120.0,21.7,195.0
"Misdrijven, totaal",Abcoude,2010,550.0,100.0,62.6,140.0,25.1,160.0
"Misdrijven, totaal",Abcoude,2011,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Abcoude,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Abcoude,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Abcoude,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Abcoude,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Abcoude,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Abcoude,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Abcoude,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Abcoude,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Abcoude,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Achtkarspelen,2010,935.0,100.0,33.3,335.0,35.9,370.0
"Misdrijven, totaal",Achtkarspelen,2011,950.0,100.0,33.9,305.0,31.8,395.0
"Misdrijven, totaal",Achtkarspelen,2012,805.0,100.0,28.6,260.0,32.2,285.0
"Misdrijven, totaal",Achtkarspelen,2013,725.0,100.0,25.9,240.0,33.1,275.0
"Misdrijven, totaal",Achtkarspelen,2014,770.0,100.0,27.4,265.0,34.2,320.0
"Misdrijven, totaal",Achtkarspelen,2015,735.0,100.0,26.2,250.0,34.1,295.0
"Misdrijven, totaal",Achtkarspelen,2016,760.0,100.0,27.1,265.0,34.7,300.0
"Misdrijven, totaal",Achtkarspelen,2017,650.0,100.0,23.3,220.0,33.5,250.0
"Misdrijven, totaal",Achtkarspelen,2018,685.0,100.0,24.6,220.0,31.9,250.0
"Misdrijven, totaal",Achtkarspelen,2019,695.0,100.0,24.9,260.0,37.5,340.0
"Misdrijven, totaal",Achtkarspelen,2020,685.0,100.0,24.6,230.0,33.2,310.0
"Misdrijven, totaal",Alblasserdam,2010,790.0,100.0,41.4,205.0,25.8,250.0
"Misdrijven, totaal",Alblasserdam,2011,885.0,100.0,46.0,310.0,35.1,405.0
"Misdrijven, totaal",Alblasserdam,2012,855.0,100.0,43.8,325.0,37.9,395.0
"Misdrijven, totaal",Alblasserdam,2013,775.0,100.0,39.5,250.0,32.2,305.0
"Misdrijven, totaal",Alblasserdam,2014,765.0,100.0,38.7,265.0,34.5,320.0
"Misdrijven, totaal",Alblasserdam,2015,840.0,100.0,42.3,250.0,29.7,325.0
"Misdrijven, totaal",Alblasserdam,2016,735.0,100.0,36.7,250.0,34.0,310.0
"Misdrijven, totaal",Alblasserdam,2017,685.0,100.0,34.2,165.0,24.4,215.0
"Misdrijven, totaal",Alblasserdam,2018,590.0,100.0,29.5,195.0,33.3,235.0
"Misdrijven, totaal",Alblasserdam,2019,615.0,100.0,30.6,145.0,23.9,170.0
"Misdrijven, totaal",Alblasserdam,2020,765.0,100.0,37.9,150.0,19.4,230.0
"Misdrijven, totaal",Albrandswaard,2010,1035.0,100.0,42.8,195.0,19.0,245.0
"Misdrijven, totaal",Albrandswaard,2011,1205.0,100.0,48.8,230.0,19.0,285.0
"Misdrijven, totaal",Albrandswaard,2012,1185.0,100.0,47.5,215.0,18.0,260.0
"Misdrijven, totaal",Albrandswaard,2013,1185.0,100.0,47.3,230.0,19.5,265.0
"Misdrijven, totaal",Albrandswaard,2014,1050.0,100.0,41.9,180.0,17.0,220.0
"Misdrijven, totaal",Albrandswaard,2015,1120.0,100.0,44.6,260.0,23.0,305.0
"Misdrijven, totaal",Albrandswaard,2016,1025.0,100.0,41.1,230.0,22.3,265.0
"Misdrijven, totaal",Albrandswaard,2017,965.0,100.0,38.4,230.0,23.6,270.0
"Misdrijven, totaal",Albrandswaard,2018,975.0,100.0,38.7,230.0,23.8,255.0
"Misdrijven, totaal",Albrandswaard,2019,1110.0,100.0,44.0,215.0,19.5,240.0
"Misdrijven, totaal",Albrandswaard,2020,1170.0,100.0,45.8,190.0,16.2,255.0
"Misdrijven, totaal",Alkmaar,2010,9575.0,100.0,102.0,2550.0,26.6,3260.0
"Misdrijven, totaal",Alkmaar,2011,9480.0,100.0,100.9,2645.0,27.9,3165.0
"Misdrijven, totaal",Alkmaar,2012,8640.0,100.0,91.7,2330.0,27.0,2735.0
"Misdrijven, totaal",Alkmaar,2013,8100.0,100.0,85.7,2180.0,26.9,2605.0
"Misdrijven, totaal",Alkmaar,2014,7860.0,100.0,82.9,2110.0,26.9,2490.0
"Misdrijven, totaal",Alkmaar,2015,7525.0,100.0,70.2,1980.0,26.3,2270.0
"Misdrijven, totaal",Alkmaar,2016,6960.0,100.0,64.7,1830.0,26.3,2125.0
"Misdrijven, totaal",Alkmaar,2017,5825.0,100.0,53.8,1690.0,29.0,1950.0
"Misdrijven, totaal",Alkmaar,2018,5395.0,100.0,49.8,1630.0,30.2,1900.0
"Misdrijven, totaal",Alkmaar,2019,5425.0,100.0,50.0,1530.0,28.2,1830.0
"Misdrijven, totaal",Alkmaar,2020,5560.0,100.0,50.8,1290.0,23.2,1575.0
"Misdrijven, totaal",Almelo,2010,5005.0,100.0,69.0,1435.0,28.6,1740.0
"Misdrijven, totaal",Almelo,2011,4895.0,100.0,67.5,1610.0,32.9,1970.0
"Misdrijven, totaal",Almelo,2012,5240.0,100.0,72.0,1755.0,33.5,2085.0
"Misdrijven, totaal",Almelo,2013,5305.0,100.0,73.0,1615.0,30.5,1855.0
"Misdrijven, totaal",Almelo,2014,4495.0,100.0,62.0,1295.0,28.8,1505.0
"Misdrijven, totaal",Almelo,2015,4120.0,100.0,57.0,1140.0,27.7,1405.0
"Misdrijven, totaal",Almelo,2016,3995.0,100.0,55.2,1200.0,30.0,1405.0
"Misdrijven, totaal",Almelo,2017,3900.0,100.0,53.8,1240.0,31.8,1550.0
"Misdrijven, totaal",Almelo,2018,3550.0,100.0,48.9,1315.0,37.0,1675.0
"Misdrijven, totaal",Almelo,2019,3705.0,100.0,50.9,1365.0,36.8,1560.0
"Misdrijven, totaal",Almelo,2020,3775.0,100.0,51.7,1305.0,34.6,1630.0
"Misdrijven, totaal",Alphen aan den Rijn,2010,4650.0,100.0,64.1,1345.0,28.9,1365.0
"Misdrijven, totaal",Alphen aan den Rijn,2011,4765.0,100.0,65.6,1310.0,27.5,1370.0
"Misdrijven, totaal",Alphen aan den Rijn,2012,4610.0,100.0,63.3,1250.0,27.1,1300.0
"Misdrijven, totaal",Alphen aan den Rijn,2013,3995.0,100.0,54.8,1110.0,27.7,1230.0
"Misdrijven, totaal",Alphen aan den Rijn,2014,4790.0,100.0,44.9,1210.0,25.2,1430.0
"Misdrijven, totaal",Alphen aan den Rijn,2015,4480.0,100.0,41.7,1160.0,25.9,1420.0
"Misdrijven, totaal",Alphen aan den Rijn,2016,4245.0,100.0,39.3,1105.0,26.1,1320.0
"Misdrijven, totaal",Alphen aan den Rijn,2017,3730.0,100.0,34.3,1150.0,30.8,1370.0
"Misdrijven, totaal",Alphen aan den Rijn,2018,3745.0,100.0,34.1,1105.0,29.5,1260.0
"Misdrijven, totaal",Alphen aan den Rijn,2019,4055.0,100.0,36.5,1165.0,28.7,1410.0
"Misdrijven, totaal",Alphen aan den Rijn,2020,4400.0,100.0,39.3,1040.0,23.6,1345.0
"Misdrijven, totaal",Alphen-Chaam,2010,415.0,100.0,44.0,55.0,13.7,70.0
"Misdrijven, totaal",Alphen-Chaam,2011,470.0,100.0,49.8,60.0,12.7,70.0
"Misdrijven, totaal",Alphen-Chaam,2012,575.0,100.0,60.3,85.0,14.8,110.0
"Misdrijven, totaal",Alphen-Chaam,2013,560.0,100.0,58.0,75.0,13.2,105.0
"Misdrijven, totaal",Alphen-Chaam,2014,430.0,100.0,44.1,75.0,17.9,90.0
"Misdrijven, totaal",Alphen-Chaam,2015,435.0,100.0,44.4,60.0,13.9,80.0
"Misdrijven, totaal",Alphen-Chaam,2016,330.0,100.0,33.2,55.0,17.3,65.0
"Misdrijven, totaal",Alphen-Chaam,2017,275.0,100.0,27.3,45.0,16.7,60.0
"Misdrijven, totaal",Alphen-Chaam,2018,265.0,100.0,26.3,60.0,22.6,70.0
"Misdrijven, totaal",Alphen-Chaam,2019,280.0,100.0,27.8,55.0,19.5,65.0
"Misdrijven, totaal",Alphen-Chaam,2020,295.0,100.0,29.0,45.0,15.5,60.0
"Misdrijven, totaal",Altena,2010,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Altena,2011,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Altena,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Altena,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Altena,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Altena,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Altena,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Altena,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Altena,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Altena,2019,1565.0,100.0,28.3,355.0,22.7,435.0
"Misdrijven, totaal",Altena,2020,1785.0,100.0,31.9,330.0,18.6,440.0
"Misdrijven, totaal",Ameland,2010,220.0,100.0,62.3,55.0,24.3,60.0
"Misdrijven, totaal",Ameland,2011,165.0,100.0,47.7,55.0,32.9,70.0
"Misdrijven, totaal",Ameland,2012,190.0,100.0,53.3,45.0,23.4,50.0
"Misdrijven, totaal",Ameland,2013,150.0,100.0,42.0,40.0,28.4,45.0
"Misdrijven, totaal",Ameland,2014,145.0,100.0,41.1,30.0,21.1,35.0
"Misdrijven, totaal",Ameland,2015,135.0,100.0,37.0,40.0,28.6,45.0
"Misdrijven, totaal",Ameland,2016,140.0,100.0,38.8,30.0,22.9,40.0
"Misdrijven, totaal",Ameland,2017,110.0,100.0,30.8,45.0,40.2,50.0
"Misdrijven, totaal",Ameland,2018,105.0,100.0,28.2,30.0,27.2,35.0
"Misdrijven, totaal",Ameland,2019,105.0,100.0,28.9,25.0,24.5,40.0
"Misdrijven, totaal",Ameland,2020,95.0,100.0,0.0,20.0,22.6,30.0
"Misdrijven, totaal",Amersfoort,2010,11155.0,100.0,77.0,3025.0,27.1,3625.0
"Misdrijven, totaal",Amersfoort,2011,10495.0,100.0,71.6,2685.0,25.6,3270.0
"Misdrijven, totaal",Amersfoort,2012,10740.0,100.0,72.4,2685.0,25.0,3360.0
"Misdrijven, totaal",Amersfoort,2013,10655.0,100.0,71.2,2695.0,25.3,3305.0
"Misdrijven, totaal",Amersfoort,2014,9385.0,100.0,62.2,2485.0,26.5,2870.0
"Misdrijven, totaal",Amersfoort,2015,8925.0,100.0,58.5,2410.0,27.0,2870.0
"Misdrijven, totaal",Amersfoort,2016,8505.0,100.0,55.4,2295.0,27.0,2685.0
"Misdrijven, totaal",Amersfoort,2017,7640.0,100.0,49.5,2170.0,28.4,2620.0
"Misdrijven, totaal",Amersfoort,2018,7490.0,100.0,48.3,2210.0,29.5,2700.0
"Misdrijven, totaal",Amersfoort,2019,7605.0,100.0,48.7,1885.0,24.8,2200.0
"Misdrijven, totaal",Amersfoort,2020,7455.0,100.0,47.4,1435.0,19.2,1825.0
"Misdrijven, totaal",Amstelveen,2010,5270.0,100.0,65.3,1100.0,20.9,1345.0
"Misdrijven, totaal",Amstelveen,2011,5135.0,100.0,62.8,1070.0,20.9,1390.0
"Misdrijven, totaal",Amstelveen,2012,5105.0,100.0,61.2,1005.0,19.7,1305.0
"Misdrijven, totaal",Amstelveen,2013,5115.0,100.0,60.6,935.0,18.3,1245.0
"Misdrijven, totaal",Amstelveen,2014,4230.0,100.0,49.8,845.0,20.0,1100.0
"Misdrijven, totaal",Amstelveen,2015,4360.0,100.0,50.0,900.0,20.6,1140.0
"Misdrijven, totaal",Amstelveen,2016,4280.0,100.0,48.3,735.0,17.1,895.0
"Misdrijven, totaal",Amstelveen,2017,4150.0,100.0,46.5,765.0,18.4,930.0
"Misdrijven, totaal",Amstelveen,2018,4025.0,100.0,44.8,745.0,18.5,935.0
"Misdrijven, totaal",Amstelveen,2019,3855.0,100.0,42.4,815.0,21.1,1085.0
"Misdrijven, totaal",Amstelveen,2020,3995.0,100.0,43.6,760.0,19.0,1015.0
"Misdrijven, totaal",Amsterdam,2010,100125.0,100.0,130.5,28905.0,28.9,36185.0
"Misdrijven, totaal",Amsterdam,2011,103375.0,100.0,132.6,30030.0,29.1,37035.0
"Misdrijven, totaal",Amsterdam,2012,101505.0,100.0,128.5,26550.0,26.2,32875.0
"Misdrijven, totaal",Amsterdam,2013,101650.0,100.0,127.2,24405.0,24.0,30495.0
"Misdrijven, totaal",Amsterdam,2014,96475.0,100.0,119.0,24325.0,25.2,29915.0
"Misdrijven, totaal",Amsterdam,2015,96185.0,100.0,117.1,22655.0,23.6,28240.0
"Misdrijven, totaal",Amsterdam,2016,91695.0,100.0,110.0,21420.0,23.4,26120.0
"Misdrijven, totaal",Amsterdam,2017,86745.0,100.0,102.7,20270.0,23.4,24100.0
"Misdrijven, totaal",Amsterdam,2018,81885.0,100.0,95.9,19815.0,24.2,24000.0
"Misdrijven, totaal",Amsterdam,2019,81795.0,100.0,94.8,21160.0,25.9,26140.0
"Misdrijven, totaal",Amsterdam,2020,71020.0,100.0,81.4,16845.0,23.7,22095.0
"Misdrijven, totaal",Andijk,2010,310.0,100.0,47.8,95.0,30.9,130.0
"Misdrijven, totaal",Andijk,2011,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Andijk,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Andijk,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Andijk,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Andijk,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Andijk,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Andijk,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Andijk,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Andijk,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Andijk,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Anna Paulowna,2010,535.0,100.0,37.7,140.0,26.4,190.0
"Misdrijven, totaal",Anna Paulowna,2011,525.0,100.0,36.7,145.0,27.7,185.0
"Misdrijven, totaal",Anna Paulowna,2012,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Anna Paulowna,2013,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Anna Paulowna,2014,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Anna Paulowna,2015,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Anna Paulowna,2016,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Anna Paulowna,2017,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Anna Paulowna,2018,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Anna Paulowna,2019,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Anna Paulowna,2020,0.0,0.0,0.0,0.0,0.0,0.0
"Misdrijven, totaal",Appingedam,2010,600.0,100.0,50.0,230.0,38.2,345.0
"Misdrijven, totaal",Appingedam,2011,665.0,100.0,54.8,240.0,36.0,350.0
"Misdrijven, totaal",Appingedam,2012,535.0,100.0,44.5,215.0,40.3,285.0
"Misdrijven, totaal",Appingedam,2013,510.0,100.0,42.1,240.0,47.2,335.0
"Misdrijven, totaal",Appingedam,2014,500.0,100.0,41.3,195.0,39.6,270.0
"Misdrijven, totaal",Appingedam,2015,445.0,100.0,37.0,160.0,36.2,220.0
"Misdrijven, totaal",Appingedam,2016,475.0,100.0,39.7,175.0,36.9,250.0
"Misdrijven, totaal",Appingedam,2017,415.0,100.0,34.5,155.0,37.3,190.0
"Misdrijven, totaal",Appingedam,2018,430.0,100.0,36.4,165.0,38.6,200.0
"Misdrijven, totaal",Appingedam,2019,495.0,100.0,42.2,180.0,36.0,220.0
"Misdrijven, totaal",Appingedam,2020,460.0,100.0,39.4,120.0,26.1,180.0
"Misdrijven, totaal",Arnhem,2010,16765.0,100.0,114.0,4310.0,25.7,5240.0
"Misdrijven, totaal",Arnhem,2011,16640.0,100.0,112.4,4515.0,27.1,5380.0
"Misdrijven, totaal",Arnhem,2012,15215.0,100.0,101.9,3995.0,26.3,4775.0
"Misdrijven, totaal",Arnhem,2013,14390.0,100.0,96.1,3850.0,26.7,4605.0
"Misdrijven, totaal",Arnhem,2014,13910.0,100.0,92.2,4195.0,30.2,5070.0
"Misdrijven, totaal",Arnhem,2015,12620.0,100.0,82.9,3845.0,30.5,4630.0
"Misdrijven, totaal",Arnhem,2016,12695.0,100.0,82.5,3675.0,29.0,4390.0
"Misdrijven, totaal",Arnhem,2017,11520.0,100.0,74.0,3355.0,29.1,4060.0
"Misdrijven, totaal",Arnhem,2018,10755.0,100.0,68.4,3505.0,32.6,4105.0
"Misdrijven, totaal",Arnhem,2019,11815.0,100.0,74.2,3945.0,33.4,4695.0
"Misdrijven, totaal",Arnhem,2020,11240.0,100.0,69.7,3370.0,30.0,4315.0
"Misdrijven, totaal",Assen,2010,5350.0,100.0,80.1,1560.0,29.2,1960.0
"Misdrijven, totaal",Assen,2011,4945.0,100.0,73.6,1545.0,31.3,1920.0
"Misdrijven, totaal",Assen,2012,5000.0,100.0,74.4,1530.0,30.6,1885.0
"Misdrijven, totaal",Assen,2013,4745.0,100.0,70.6,1415.0,29.8,1745.0
"Misdrijven, totaal",Assen,2014,4130.0,100.0,61.4,1300.0,31.5,1680.0
"Misdrijven, totaal",Assen,2015,3840.0,100.0,57.2,1150.0,29.9,1450.0
"Misdrijven, totaal",Assen,2016,3755.0,100.0,56.0,1115.0,29.7,1335.0
"Misdrijven, totaal",Assen,2017,3380.0,100.0,50.1,1065.0,31.5,1310.0
"Misdrijven, totaal",Assen,2018,3040.0,100.0,44.9,865.0,28.5,1115.0
"Misdrijven, totaal",Assen,2019,3580.0,100.0,52.7,995.0,27.9,1220.0
"Misdrijven, totaal",Assen,2020,3690.0,100.0,53.8,765.0,20.7,1050.0
"Misdrijven, totaal",Asten,2010,850.0,100.0,51.9,205.0,23.9,235.0
"Misdrijven, totaal",Asten,2011,950.0,100.0,58.4,230.0,24.0,270.0
"Misdrijven, totaal",Asten,2012,920.0,100.0,56.0,230.0,25.1,270.0
"Misdrijven, totaal",Asten,2013,875.0,100.0,53.4,180.0,20.5,235.0
"Misdrijven, totaal",Asten,2014,900.0,100.0,54.7,215.0,23.7,240.0
"Misdrijven, totaal",Asten,2015,860.0,100.0,51.9,200.0,23.3,235.0
"Misdrijven, totaal",Asten,2016,765.0,100.0,46.2,205.0,26.9,250.0
"Misdrijven, totaal",Asten,2017,685.0,100.0,40.9,170.0,24.9,210.0
"Misdrijven, totaal",Asten,2018,520.0,100.0,31.0,170.0,33.2,195.0
"Misdrijven, totaal",Asten,2019,660.0,100.0,39.4,190.0,29.1,220.0
"Misdrijven, totaal",Asten,2020,635.0,100.0,38.0,170.0,26.7,220.0
"Misdrijven, totaal",Baarle-Nassau,2010,290.0,100.0,43.0,50.0,17.7,65.0
"Misdrijven, totaal",Baarle-Nassau,2011,340.0,100.0,50.7,60.0,17.9,70.0
"Misdrijven, totaal",Baarle-Nassau,2012,370.0,100.0,55.2,60.0,15.6,65.0
"Misdrijven, totaal",Baarle-Nassau,2013,335.0,100.0,49.7,65.0,19.2,75.0
"Misdrijven, totaal",Baarle-Nassau,2014,335.0,100.0,50.5,65.0,19.2,80.0
"Misdrijven, totaal",Baarle-Nassau,2015,315.0,100.0,48.0,60.0,18.9,70.0
"Misdrijven, totaal",Baarle-Nassau,2016,230.0,100.0,34.8,45.0,20.4,60.0
"Misdrijven, totaal",Baarle-Nassau,2017,235.0,100.0,35.6,50.0,21.5,55.0
"Misdrijven, totaal",Baarle-Nassau,2018,180.0,100.0,26.5,40.0,21.7,50.0
"Misdrijven, totaal",Baarle-Nassau,2019,215.0,100.0,31.5,40.0,19.0,55.0
"Misdrijven, totaal",Baarle-Nassau,2020,195.0,100.0,28.7,35.0,16.8,50.0
"Misdrijven, totaal",Baarn,2010,1560.0,100.0,64.1,435.0,27.9,500.0
"Misdrijven, totaal",Baarn,2011,1645.0,100.0,67.4,460.0,28.1,525.0
"Misdrijven, totaal",Baarn,2012,1530.0,100.0,62.9,330.0,21.7,395.0
"Misdrijven, totaal",Baarn,2013,1345.0,100.0,55.4,285.0,21.2,325.0
"Misdrijven, totaal",Baarn,2014,1280.0,100.0,52.6,280.0,22.0,325.0
