SoortMisdrijf,RegioS,Perioden,GeregistreerdeMisdrijvenRelatief_2
Bedrog,'s-Gravenhage (gemeente),2015.0,1.4545
Bedrog,'s-Hertogenbosch,2015.0,1.4545
Bedrog,Aa en Hunze,2015.0,3.5227
Bedrog,Aalburg,2015.0,2.8333
Bedrog,Aalsmeer,2015.0,2.8409
Bedrog,Aalten,2015.0,4.5455
Bedrog,Abcoude,2015.0,1.0
Bedrog,Achtkarspelen,2015.0,3.4091
Bedrog,Alblasserdam,2015.0,2.2727
Bedrog,Albrandswaard,2015.0,2.0682
Bedrog,Alkmaar,2015.0,1.6364
Bedrog,Almelo,2015.0,2.4545
Bedrog,Alphen aan den Rijn,2015.0,2.4318
Bedrog,Alphen-Chaam,2015.0,2.2955
Bedrog,Altena,2015.0,4.375
Bedrog,Ameland,2015.0,2.4091
Bedrog,Amersfoort,2015.0,2.0
Bedrog,Amstelveen,2015.0,2.1136
Bedrog,Amsterdam,2015.0,1.4318
Bedrog,Andijk,2015.0,1.5
Bedrog,Anna Paulowna,2015.0,1.5
Bedrog,Appingedam,2015.0,2.4318
Bedrog,Arnhem,2015.0,1.5455
Bedrog,Assen,2015.0,2.1136
Bedrog,Asten,2015.0,2.0227
Bedrog,Baarle-Nassau,2015.0,2.2955
Bedrog,Baarn,2015.0,1.7273
Bedrog,Bedum,2015.0,3.4722
Bedrog,Beek (L.),2015.0,1.6136
Bedrog,Beekdaelen,2015.0,5.75
Bedrog,Beemster,2015.0,2.2955
Bedrog,Beesel,2015.0,2.7727
Bedrog,Bellingwedde,2015.0,3.2188
Bedrog,Berg en Dal,2015.0,4.5
Bedrog,Bergambacht,2015.0,1.6
Bedrog,Bergeijk,2015.0,2.3182
Bedrog,Bergen (L.),2015.0,2.9091
Bedrog,Bergen (NH.),2015.0,2.5
Bedrog,Bergen op Zoom,2015.0,1.6136
Bedrog,Berkelland,2015.0,3.2045
Bedrog,Bernheze,2015.0,2.4091
Bedrog,Bernisse,2015.0,0.75
Bedrog,Best,2015.0,2.0227
Bedrog,Beuningen,2015.0,2.5227
Bedrog,Beverwijk,2015.0,1.9773
Bedrog,Binnenmaas,2015.0,2.5278
Bedrog,Bladel,2015.0,2.4091
Bedrog,Blaricum,2015.0,2.0682
Bedrog,Bloemendaal,2015.0,2.0
Bedrog,Boarnsterhim,2015.0,1.9375
Bedrog,Bodegraven,2015.0,1.0
Bedrog,Boekel,2015.0,3.0682
Bedrog,Bolsward,2015.0,1.5
Bedrog,Borger-Odoorn,2015.0,4.0227
Bedrog,Borne,2015.0,3.1136
Bedrog,Borsele,2015.0,3.8864
Bedrog,Boskoop,2015.0,1.0
Bedrog,Boxmeer,2015.0,2.4091
Bedrog,Boxtel,2015.0,1.7955
Bedrog,Brielle,2015.0,2.0682
Bedrog,Bronckhorst,2015.0,3.7045
Bedrog,Brummen,2015.0,3.0227
Bedrog,Brunssum,2015.0,1.8864
Bedrog,Bunnik,2015.0,2.8636
Bedrog,Bunschoten,2015.0,2.3864
Bedrog,Bussum,2015.0,1.0833
Bedrog,Capelle aan den IJssel,2015.0,1.9318
Bedrog,Castricum,2015.0,2.5682
Bedrog,Coevorden,2015.0,2.3409
Bedrog,Cranendonck,2015.0,2.1364
Bedrog,Cromstrijen,2015.0,1.8056
Bedrog,Cuijk,2015.0,2.4091
Bedrog,Culemborg,2015.0,2.1364
Bedrog,Dalfsen,2015.0,4.8409
Bedrog,Dantumadiel,2015.0,4.5455
Bedrog,De Bilt,2015.0,2.25
Bedrog,De Marne,2015.0,2.9722
Bedrog,De Ronde Venen,2015.0,2.5
Bedrog,Delft,2015.0,1.8636
Bedrog,Delfzijl,2015.0,2.4773
Bedrog,Deurne,2015.0,2.2273
Bedrog,Deventer,2015.0,2.0909
Bedrog,Diemen,2015.0,2.4318
Bedrog,Dinkelland,2015.0,3.75
Bedrog,Dirksland,2015.0,1.0
Bedrog,Doesburg,2015.0,2.2045
Bedrog,Doetinchem,2015.0,2.1818
Bedrog,Dongen,2015.0,2.6364
Bedrog,Dongeradeel,2015.0,3.0278
Bedrog,Drimmelen,2015.0,2.4091
Bedrog,Dronten,2015.0,2.3182
Bedrog,Druten,2015.0,2.7045
Bedrog,Duiven,2015.0,2.6591
Bedrog,Edam-Volendam,2015.0,3.0
Bedrog,Ede,2015.0,2.1136
Bedrog,Eemnes,2015.0,2.8636
Bedrog,Eemsmond,2015.0,2.3611
Bedrog,Eersel,2015.0,2.0909
Bedrog,Eijsden,2015.0,1.0
Bedrog,Eijsden-Margraten,2015.0,2.375
Bedrog,Eindhoven,2015.0,1.2955
Bedrog,Elburg,2015.0,3.0227
Bedrog,Emmen,2015.0,2.4318
Bedrog,Enkhuizen,2015.0,1.9545
Bedrog,Enschede,2015.0,1.6136
Bedrog,Epe,2015.0,2.5455
Bedrog,Ermelo,2015.0,2.2045
Bedrog,Etten-Leur,2015.0,2.0455
Bedrog,Ferwerderadiel,2015.0,4.3611
Bedrog,Franekeradeel,2015.0,2.3438
Bedrog,Gaasterlân-Sleat,2015.0,1.25
Bedrog,Geertruidenberg,2015.0,2.1136
Bedrog,Gemert-Bakel,2015.0,2.2045
Bedrog,Gennep,2015.0,2.75
Bedrog,Giessenlanden,2015.0,2.4444
Bedrog,Gilze en Rijen,2015.0,1.9091
Bedrog,Goes,2015.0,2.1818
Bedrog,Goirle,2015.0,2.5682
Bedrog,Gorinchem,2015.0,2.0455
Bedrog,Gouda,2015.0,1.5
Bedrog,Graafstroom,2015.0,1.0
Bedrog,Graft-De Rijp,2015.0,0.9
Bedrog,Grave,2015.0,2.4091
Bedrog,Groesbeek,2015.0,1.3333
Bedrog,Groningen (gemeente),2015.0,1.8864
Bedrog,Grootegast,2015.0,3.4167
Bedrog,Gulpen-Wittem,2015.0,2.4318
Bedrog,Haaksbergen,2015.0,3.25
Bedrog,Haarlem,2015.0,1.9773
Bedrog,Haarlemmerliede en Spaarnwoude,2015.0,1.5278
Bedrog,Haarlemmermeer,2015.0,1.7727
Bedrog,Hardenberg,2015.0,2.9773
Bedrog,Harderwijk,2015.0,2.2955
Bedrog,Harlingen,2015.0,2.5
Bedrog,Hattem,2015.0,3.1591
Bedrog,Heemskerk,2015.0,2.6136
Bedrog,Heemstede,2015.0,2.2273
Bedrog,Heerde,2015.0,3.0455
Bedrog,Heerhugowaard,2015.0,2.3409
Bedrog,Heerlen,2015.0,1.5682
Bedrog,Heeze-Leende,2015.0,2.6136
Bedrog,Heiloo,2015.0,2.5455
Bedrog,Hellendoorn,2015.0,4.2273
Bedrog,Hellevoetsluis,2015.0,2.2045
Bedrog,Helmond,2015.0,1.5682
Bedrog,Hendrik-Ido-Ambacht,2015.0,2.1818
Bedrog,Hengelo (O.),2015.0,2.1818
Bedrog,Het Hogeland,2015.0,5.25
Bedrog,Heumen,2015.0,2.0909
Bedrog,Heusden,2015.0,2.6818
Bedrog,Hillegom,2015.0,2.5455
Bedrog,Hilversum,2015.0,1.7727
Bedrog,Hoeksche Waard,2015.0,5.75
Bedrog,Hof van Twente,2015.0,2.7955
Bedrog,Hollands Kroon,2015.0,4.0
Bedrog,Hoogeveen,2015.0,2.2955
Bedrog,Hoogezand-Sappemeer,2015.0,1.7188
Bedrog,Hoorn,2015.0,1.8409
Bedrog,Horst aan de Maas,2015.0,2.4091
Bedrog,Houten,2015.0,2.3182
Bedrog,Huizen,2015.0,2.25
Bedrog,Hulst,2015.0,2.8636
Bedrog,IJsselstein,2015.0,2.2727
Bedrog,Kaag en Braassem,2015.0,2.8182
Bedrog,Kampen,2015.0,3.0227
Bedrog,Kapelle,2015.0,3.0455
Bedrog,Katwijk,2015.0,2.6136
Bedrog,Kerkrade,2015.0,1.5682
Bedrog,Koggenland,2015.0,2.3409
Bedrog,Kollumerland en Nieuwkruisland,2015.0,3.25
Bedrog,Krimpen aan den IJssel,2015.0,2.9545
Bedrog,Krimpenerwaard,2015.0,4.125
Bedrog,Laarbeek,2015.0,2.4773
Bedrog,Landerd,2015.0,2.3864
Bedrog,Landgraaf,2015.0,1.8636
Bedrog,Landsmeer,2015.0,2.1136
Bedrog,Langedijk,2015.0,2.7727
Bedrog,Lansingerland,2015.0,2.3409
Bedrog,Leek,2015.0,2.3889
Bedrog,Leerdam,2015.0,2.25
Bedrog,Leeuwarden,2015.0,1.9545
Bedrog,Leeuwarderadeel,2015.0,3.1562
Bedrog,Leiden,2015.0,1.7727
Bedrog,Leiderdorp,2015.0,2.6136
Bedrog,Leidschendam-Voorburg,2015.0,2.3182
Bedrog,Lelystad,2015.0,1.9773
Bedrog,Lemsterland,2015.0,1.875
Bedrog,Leudal,2015.0,2.6136
Bedrog,Leusden,2015.0,2.9091
Bedrog,Lingewaal,2015.0,2.5
Bedrog,Lingewaard,2015.0,3.5682
Bedrog,Lisse,2015.0,2.3182
Bedrog,Lith,2015.0,1.25
Bedrog,Littenseradiel,2015.0,3.8125
Bedrog,Lochem,2015.0,2.7273
Bedrog,Loenen,2015.0,1.0
Bedrog,Loon op Zand,2015.0,1.6364
Bedrog,Lopik,2015.0,3.3636
Bedrog,Loppersum,2015.0,3.8409
Bedrog,Losser,2015.0,3.2273
Bedrog,Maarssen,2015.0,1.0
Bedrog,Maasdonk,2015.0,1.4
Bedrog,Maasdriel,2015.0,2.4773
Bedrog,Maasgouw,2015.0,2.5
Bedrog,Maassluis,2015.0,2.0455
Bedrog,Maastricht,2015.0,1.1818
Bedrog,Margraten,2015.0,1.25
Bedrog,Marum,2015.0,2.7778
Bedrog,Medemblik,2015.0,2.8182
Bedrog,Meerssen,2015.0,2.5909
Bedrog,Meierijstad,2015.0,3.5
Bedrog,Menameradiel,2015.0,3.3571
Bedrog,Meppel,2015.0,2.7273
Bedrog,Middelburg (Z.),2015.0,2.0455
Bedrog,Middelharnis,2015.0,1.0
Bedrog,Midden-Delfland,2015.0,2.7045
Bedrog,Midden-Groningen,2015.0,4.0
Bedrog,Mill en Sint Hubert,2015.0,3.4318
Bedrog,Millingen aan de Rijn,2015.0,1.6
Bedrog,Moerdijk,2015.0,2.1364
Bedrog,Molenlanden,2015.0,6.625
Bedrog,Molenwaard,2015.0,4.25
Bedrog,Montferland,2015.0,2.8864
Bedrog,Montfoort,2015.0,3.4545
Bedrog,Mook en Middelaar,2015.0,2.3864
Bedrog,Muiden,2015.0,0.75
Bedrog,Naarden,2015.0,1.25
Bedrog,Neder-Betuwe,2015.0,2.5909
Bedrog,Nederlek,2015.0,1.5
Bedrog,Nederweert,2015.0,3.0455
Bedrog,Neerijnen,2015.0,2.4167
Bedrog,Niedorp,2015.0,1.0
Bedrog,Nieuw-Lekkerland,2015.0,1.0
Bedrog,Nieuwegein,2015.0,1.5455
Bedrog,Nieuwkoop,2015.0,3.3864
Bedrog,Nijefurd,2015.0,1.5
Bedrog,Nijkerk,2015.0,2.8182
Bedrog,Nijmegen,2015.0,1.7727
Bedrog,Nissewaard,2015.0,2.7917
Bedrog,Noardeast-Fryslân,2015.0,5.875
Bedrog,Noord-Beveland,2015.0,2.2727
Bedrog,Noordwijk,2015.0,1.7727
Bedrog,Noordwijkerhout,2015.0,2.4444
Bedrog,"Nuenen, Gerwen en Nederwetten",2015.0,2.3409
Bedrog,Nunspeet,2015.0,2.5
Bedrog,Nuth,2015.0,2.0278
Bedrog,Oegstgeest,2015.0,3.0227
Bedrog,Oirschot,2015.0,2.2273
Bedrog,Oisterwijk,2015.0,2.1364
Bedrog,Olst-Wijhe,2015.0,4.3864
Bedrog,Ommen,2015.0,2.9091
Bedrog,Onderbanken,2015.0,1.8333
Bedrog,Oosterhout,2015.0,1.8864
Bedrog,Oostflakkee,2015.0,0.75
Bedrog,Ooststellingwerf,2015.0,3.2273
Bedrog,Oostzaan,2015.0,1.9318
Bedrog,Opmeer,2015.0,2.9773
Bedrog,Opsterland,2015.0,3.5682
Bedrog,Oss,2015.0,1.6591
Bedrog,Oud-Beijerland,2015.0,2.3611
Bedrog,Ouder-Amstel,2015.0,1.9318
Bedrog,Ouderkerk,2015.0,1.0
Bedrog,Oudewater,2015.0,2.8636
Bedrog,Overbetuwe,2015.0,2.8409
Bedrog,Peel en Maas,2015.0,2.6136
Bedrog,Pekela,2015.0,2.5455
Bedrog,Pijnacker-Nootdorp,2015.0,2.5909
Bedrog,Putten,2015.0,2.5682
Bedrog,Raalte,2015.0,3.9773
Bedrog,Rheden,2015.0,2.0909
Bedrog,Rhenen,2015.0,2.25
Bedrog,Ridderkerk,2015.0,1.8409
Bedrog,Rijnwaarden,2015.0,2.4062
Bedrog,Rijnwoude,2015.0,1.625
Bedrog,Rijssen-Holten,2015.0,3.1818
Bedrog,Rijswijk (ZH.),2015.0,1.5227
Bedrog,Roerdalen,2015.0,2.7955
Bedrog,Roermond,2015.0,1.4318
Bedrog,Roosendaal,2015.0,1.6136
Bedrog,Rotterdam,2015.0,1.3864
Bedrog,Rozenburg,2015.0,2.0
Bedrog,Rozendaal,2015.0,1.4545
Bedrog,Rucphen,2015.0,2.2955
Bedrog,Schagen,2015.0,2.3636
Bedrog,Schermer,2015.0,2.1
Bedrog,Scherpenzeel,2015.0,3.0455
Bedrog,Schiedam,2015.0,1.3864
Bedrog,Schiermonnikoog,2015.0,1.6818
Bedrog,Schijndel,2015.0,1.7857
Bedrog,Schinnen,2015.0,1.8333
Bedrog,Schoonhoven,2015.0,0.85
Bedrog,Schouwen-Duiveland,2015.0,1.8636
Bedrog,Sint Anthonis,2015.0,3.2045
Bedrog,Sint-Michielsgestel,2015.0,3.2273
Bedrog,Sint-Oedenrode,2015.0,1.25
Bedrog,Sittard-Geleen,2015.0,1.5909
Bedrog,Skarsterlân,2015.0,2.3125
Bedrog,Sluis,2015.0,2.4318
Bedrog,Smallingerland,2015.0,2.2045
Bedrog,Sneek,2015.0,2.0
Bedrog,Soest,2015.0,2.2727
Bedrog,Spijkenisse,2015.0,0.8
Bedrog,Stadskanaal,2015.0,2.5455
Bedrog,Staphorst,2015.0,3.6364
Bedrog,Stede Broec,2015.0,2.75
Bedrog,Steenbergen,2015.0,2.0682
Bedrog,Steenwijkerland,2015.0,2.7955
Bedrog,Stein (L.),2015.0,2.4318
Bedrog,Stichtse Vecht,2015.0,2.125
Bedrog,Strijen,2015.0,2.8056
Bedrog,Súdwest-Fryslân,2015.0,3.075
Bedrog,Ten Boer,2015.0,4.0556
Bedrog,Terneuzen,2015.0,2.2727
Bedrog,Terschelling,2015.0,1.7727
Bedrog,Texel,2015.0,2.3409
Bedrog,Teylingen,2015.0,2.5682
Bedrog,Tholen,2015.0,3.1818
Bedrog,Tiel,2015.0,1.8182
Bedrog,Tilburg,2015.0,1.6591
Bedrog,Tubbergen,2015.0,4.3182
Bedrog,Twenterand,2015.0,3.1136
Bedrog,Tynaarlo,2015.0,3.1591
Bedrog,Tytsjerksteradiel,2015.0,3.6136
Bedrog,Ubbergen,2015.0,1.4
Bedrog,Uden,2015.0,2.0455
Bedrog,Uitgeest,2015.0,2.7955
Bedrog,Uithoorn,2015.0,2.8409
Bedrog,Urk,2015.0,3.3182
Bedrog,Vaals,2015.0,1.6818
Bedrog,Valkenburg aan de Geul,2015.0,1.7727
Bedrog,Valkenswaard,2015.0,2.0227
Bedrog,Veendam,2015.0,2.5455
Bedrog,Veenendaal,2015.0,2.0
Bedrog,Veghel,2015.0,1.4286
Bedrog,Velsen,2015.0,2.1591
Bedrog,Venlo,2015.0,1.5682
Bedrog,Venray,2015.0,2.1364
Bedrog,Vianen,2015.0,1.8333
Bedrog,Vlaardingen,2015.0,1.5455
Bedrog,Vlagtwedde,2015.0,1.625
Bedrog,Vlieland,2015.0,1.6136
Bedrog,Vlissingen,2015.0,2.2045
Bedrog,Vlist,2015.0,1.3
Bedrog,Voorschoten,2015.0,2.5909
Bedrog,Voorst,2015.0,2.4318
Bedrog,Vught,2015.0,2.1136
Bedrog,Waadhoeke,2015.0,5.0833
Bedrog,Waalwijk,2015.0,2.1591
Bedrog,Waddinxveen,2015.0,2.4773
Bedrog,Wageningen,2015.0,2.2727
Bedrog,Wassenaar,2015.0,1.8182
Bedrog,Waterland,2015.0,2.6364
Bedrog,Weert,2015.0,1.9318
Bedrog,Weesp,2015.0,2.4545
Bedrog,Werkendam,2015.0,2.0278
Bedrog,Wervershoof,2015.0,1.0
Bedrog,West Betuwe,2015.0,4.125
Bedrog,West Maas en Waal,2015.0,2.8636
Bedrog,Westerkwartier,2015.0,6.5
Bedrog,Westervoort,2015.0,2.9545
Bedrog,Westland,2015.0,2.0
Bedrog,Weststellingwerf,2015.0,3.1364
Bedrog,Westvoorne,2015.0,2.2045
Bedrog,Wierden,2015.0,3.4091
Bedrog,Wieringen,2015.0,1.75
Bedrog,Wieringermeer,2015.0,1.0
Bedrog,Wijchen,2015.0,2.4091
Bedrog,Wijk bij Duurstede,2015.0,3.2273
Bedrog,Winsum,2015.0,3.4722
Bedrog,Winterswijk,2015.0,2.5227
Bedrog,Woerden,2015.0,2.0682
Bedrog,Wormerland,2015.0,3.1364
Bedrog,Woudenberg,2015.0,2.5227
Bedrog,Woudrichem,2015.0,2.8056
Bedrog,Wymbritseradiel,2015.0,2.5
Bedrog,Wûnseradiel,2015.0,2.5
Bedrog,Zaanstad,2015.0,2.0227
Bedrog,Zaltbommel,2015.0,2.0455
Bedrog,Zandvoort,2015.0,1.7955
Bedrog,Zederik,2015.0,2.4444
Bedrog,Zeevang,2015.0,1.75
Bedrog,Zeist,2015.0,1.75
Bedrog,Zevenaar,2015.0,2.6818
Bedrog,Zijpe,2015.0,1.1667
Bedrog,Zoetermeer,2015.0,2.1136
Bedrog,Zoeterwoude,2015.0,3.1364
Bedrog,Zuidhorn,2015.0,3.8333
Bedrog,Zuidplas,2015.0,2.0455
Bedrog,Zundert,2015.0,2.0682
Bedrog,Zutphen,2015.0,1.9091
Bedrog,Zwartewaterland,2015.0,3.9091
Bedrog,Zwolle,2015.0,2.1818
Brandstichting / ontploffing,'s-Gravenhage (gemeente),2015.0,0.6364
Brandstichting / ontploffing,'s-Hertogenbosch,2015.0,0.4545
Brandstichting / ontploffing,Aa en Hunze,2015.0,0.4545
Brandstichting / ontploffing,Aalburg,2015.0,0.8889
Brandstichting / ontploffing,Aalsmeer,2015.0,0.3636
Brandstichting / ontploffing,Aalten,2015.0,0.0909
Brandstichting / ontploffing,Abcoude,2015.0,0.0
Brandstichting / ontploffing,Achtkarspelen,2015.0,0.7273
Brandstichting / ontploffing,Alblasserdam,2015.0,0.5455
Brandstichting / ontploffing,Albrandswaard,2015.0,0.9091
Brandstichting / ontploffing,Alkmaar,2015.0,0.3636
Brandstichting / ontploffing,Almelo,2015.0,0.7273
Brandstichting / ontploffing,Alphen aan den Rijn,2015.0,0.2727
Brandstichting / ontploffing,Alphen-Chaam,2015.0,0.3636
Brandstichting / ontploffing,Altena,2015.0,0.5
Brandstichting / ontploffing,Ameland,2015.0,0.1818
Brandstichting / ontploffing,Amersfoort,2015.0,0.4545
Brandstichting / ontploffing,Amstelveen,2015.0,0.0
Brandstichting / ontploffing,Amsterdam,2015.0,0.0
Brandstichting / ontploffing,Andijk,2015.0,0.0
Brandstichting / ontploffing,Anna Paulowna,2015.0,0.0
Brandstichting / ontploffing,Appingedam,2015.0,0.9091
Brandstichting / ontploffing,Arnhem,2015.0,0.5455
Brandstichting / ontploffing,Assen,2015.0,1.0909
Brandstichting / ontploffing,Asten,2015.0,0.3636
Brandstichting / ontploffing,Baarle-Nassau,2015.0,0.1818
Brandstichting / ontploffing,Baarn,2015.0,0.7273
Brandstichting / ontploffing,Bedum,2015.0,1.2222
Brandstichting / ontploffing,Beek (L.),2015.0,0.2727
Brandstichting / ontploffing,Beekdaelen,2015.0,1.0
Brandstichting / ontploffing,Beemster,2015.0,0.0
Brandstichting / ontploffing,Beesel,2015.0,0.3636
Brandstichting / ontploffing,Bellingwedde,2015.0,1.125
Brandstichting / ontploffing,Berg en Dal,2015.0,1.0
Brandstichting / ontploffing,Bergambacht,2015.0,0.4
Brandstichting / ontploffing,Bergeijk,2015.0,0.5455
Brandstichting / ontploffing,Bergen (L.),2015.0,0.8182
Brandstichting / ontploffing,Bergen (NH.),2015.0,0.8182
Brandstichting / ontploffing,Bergen op Zoom,2015.0,0.8182
Brandstichting / ontploffing,Berkelland,2015.0,0.7273
Brandstichting / ontploffing,Bernheze,2015.0,0.3636
Brandstichting / ontploffing,Bernisse,2015.0,0.6
Brandstichting / ontploffing,Best,2015.0,0.3636
Brandstichting / ontploffing,Beuningen,2015.0,0.5455
Brandstichting / ontploffing,Beverwijk,2015.0,0.2727
Brandstichting / ontploffing,Binnenmaas,2015.0,0.2222
Brandstichting / ontploffing,Bladel,2015.0,0.1818
Brandstichting / ontploffing,Blaricum,2015.0,0.5455
Brandstichting / ontploffing,Bloemendaal,2015.0,0.2727
Brandstichting / ontploffing,Boarnsterhim,2015.0,0.5
Brandstichting / ontploffing,Bodegraven,2015.0,1.0
Brandstichting / ontploffing,Boekel,2015.0,0.5455
Brandstichting / ontploffing,Bolsward,2015.0,0.0
Brandstichting / ontploffing,Borger-Odoorn,2015.0,0.7273
Brandstichting / ontploffing,Borne,2015.0,0.4545
Brandstichting / ontploffing,Borsele,2015.0,0.9091
Brandstichting / ontploffing,Boskoop,2015.0,0.5
Brandstichting / ontploffing,Boxmeer,2015.0,0.3636
Brandstichting / ontploffing,Boxtel,2015.0,0.4545
Brandstichting / ontploffing,Brielle,2015.0,0.4545
Brandstichting / ontploffing,Bronckhorst,2015.0,0.2727
Brandstichting / ontploffing,Brummen,2015.0,1.0909
Brandstichting / ontploffing,Brunssum,2015.0,0.9091
Brandstichting / ontploffing,Bunnik,2015.0,0.1818
Brandstichting / ontploffing,Bunschoten,2015.0,0.6364
Brandstichting / ontploffing,Bussum,2015.0,0.1667
Brandstichting / ontploffing,Capelle aan den IJssel,2015.0,0.1818
Brandstichting / ontploffing,Castricum,2015.0,0.4545
Brandstichting / ontploffing,Coevorden,2015.0,0.8182
Brandstichting / ontploffing,Cranendonck,2015.0,0.3636
Brandstichting / ontploffing,Cromstrijen,2015.0,0.3333
Brandstichting / ontploffing,Cuijk,2015.0,0.6364
Brandstichting / ontploffing,Culemborg,2015.0,2.1818
Brandstichting / ontploffing,Dalfsen,2015.0,0.3636
Brandstichting / ontploffing,Dantumadiel,2015.0,1.0909
Brandstichting / ontploffing,De Bilt,2015.0,0.6364
Brandstichting / ontploffing,De Marne,2015.0,1.2222
Brandstichting / ontploffing,De Ronde Venen,2015.0,0.5455
Brandstichting / ontploffing,Delft,2015.0,0.3636
Brandstichting / ontploffing,Delfzijl,2015.0,0.9091
Brandstichting / ontploffing,Deurne,2015.0,0.4545
Brandstichting / ontploffing,Deventer,2015.0,0.9091
Brandstichting / ontploffing,Diemen,2015.0,0.0909
Brandstichting / ontploffing,Dinkelland,2015.0,0.3636
Brandstichting / ontploffing,Dirksland,2015.0,1.6667
Brandstichting / ontploffing,Doesburg,2015.0,0.3636
Brandstichting / ontploffing,Doetinchem,2015.0,0.2727
Brandstichting / ontploffing,Dongen,2015.0,0.7273
Brandstichting / ontploffing,Dongeradeel,2015.0,0.6667
Brandstichting / ontploffing,Drimmelen,2015.0,0.3636
Brandstichting / ontploffing,Dronten,2015.0,0.7273
Brandstichting / ontploffing,Druten,2015.0,0.9091
Brandstichting / ontploffing,Duiven,2015.0,0.3636
Brandstichting / ontploffing,Edam-Volendam,2015.0,0.2727
Brandstichting / ontploffing,Ede,2015.0,0.7273
Brandstichting / ontploffing,Eemnes,2015.0,0.4545
Brandstichting / ontploffing,Eemsmond,2015.0,1.0
Brandstichting / ontploffing,Eersel,2015.0,0.4545
Brandstichting / ontploffing,Eijsden,2015.0,1.0
Brandstichting / ontploffing,Eijsden-Margraten,2015.0,0.3
Brandstichting / ontploffing,Eindhoven,2015.0,0.4545
Brandstichting / ontploffing,Elburg,2015.0,0.8182
Brandstichting / ontploffing,Emmen,2015.0,1.0
Brandstichting / ontploffing,Enkhuizen,2015.0,0.7273
Brandstichting / ontploffing,Enschede,2015.0,0.8182
Brandstichting / ontploffing,Epe,2015.0,1.0
Brandstichting / ontploffing,Ermelo,2015.0,1.0
Brandstichting / ontploffing,Etten-Leur,2015.0,0.7273
Brandstichting / ontploffing,Ferwerderadiel,2015.0,0.2222
Brandstichting / ontploffing,Franekeradeel,2015.0,0.875
Brandstichting / ontploffing,Gaasterlân-Sleat,2015.0,1.0
Brandstichting / ontploffing,Geertruidenberg,2015.0,0.0909
Brandstichting / ontploffing,Gemert-Bakel,2015.0,0.7273
Brandstichting / ontploffing,Gennep,2015.0,1.0
Brandstichting / ontploffing,Giessenlanden,2015.0,0.0
Brandstichting / ontploffing,Gilze en Rijen,2015.0,0.7273
Brandstichting / ontploffing,Goes,2015.0,0.8182
Brandstichting / ontploffing,Goirle,2015.0,0.3636
Brandstichting / ontploffing,Gorinchem,2015.0,0.4545
Brandstichting / ontploffing,Gouda,2015.0,0.7273
Brandstichting / ontploffing,Graafstroom,2015.0,0.0
Brandstichting / ontploffing,Graft-De Rijp,2015.0,0.0
Brandstichting / ontploffing,Grave,2015.0,0.8182
Brandstichting / ontploffing,Groesbeek,2015.0,0.5
Brandstichting / ontploffing,Groningen (gemeente),2015.0,0.0
Brandstichting / ontploffing,Grootegast,2015.0,0.3333
Brandstichting / ontploffing,Gulpen-Wittem,2015.0,0.4545
Brandstichting / ontploffing,Haaksbergen,2015.0,1.1818
Brandstichting / ontploffing,Haarlem,2015.0,0.6364
Brandstichting / ontploffing,Haarlemmerliede en Spaarnwoude,2015.0,0.3333
Brandstichting / ontploffing,Haarlemmermeer,2015.0,0.0
Brandstichting / ontploffing,Hardenberg,2015.0,0.8182
Brandstichting / ontploffing,Harderwijk,2015.0,0.3636
Brandstichting / ontploffing,Harlingen,2015.0,0.7273
Brandstichting / ontploffing,Hattem,2015.0,0.2727
Brandstichting / ontploffing,Heemskerk,2015.0,0.9091
Brandstichting / ontploffing,Heemstede,2015.0,0.0
Brandstichting / ontploffing,Heerde,2015.0,0.7273
Brandstichting / ontploffing,Heerhugowaard,2015.0,0.7273
Brandstichting / ontploffing,Heerlen,2015.0,1.0
Brandstichting / ontploffing,Heeze-Leende,2015.0,0.5455
Brandstichting / ontploffing,Heiloo,2015.0,0.6364
Brandstichting / ontploffing,Hellendoorn,2015.0,0.7273
Brandstichting / ontploffing,Hellevoetsluis,2015.0,0.5455
Brandstichting / ontploffing,Helmond,2015.0,0.9091
Brandstichting / ontploffing,Hendrik-Ido-Ambacht,2015.0,0.1818
Brandstichting / ontploffing,Hengelo (O.),2015.0,0.4545
Brandstichting / ontploffing,Het Hogeland,2015.0,0.5
Brandstichting / ontploffing,Heumen,2015.0,0.2727
Brandstichting / ontploffing,Heusden,2015.0,0.6364
Brandstichting / ontploffing,Hillegom,2015.0,0.5455
Brandstichting / ontploffing,Hilversum,2015.0,0.2727
Brandstichting / ontploffing,Hoeksche Waard,2015.0,0.0
Brandstichting / ontploffing,Hof van Twente,2015.0,0.4545
Brandstichting / ontploffing,Hollands Kroon,2015.0,0.5556
Brandstichting / ontploffing,Hoogeveen,2015.0,1.1818
Brandstichting / ontploffing,Hoogezand-Sappemeer,2015.0,0.75
Brandstichting / ontploffing,Hoorn,2015.0,0.6364
Brandstichting / ontploffing,Horst aan de Maas,2015.0,0.0909
Brandstichting / ontploffing,Houten,2015.0,0.6364
Brandstichting / ontploffing,Huizen,2015.0,1.0
Brandstichting / ontploffing,Hulst,2015.0,0.9091
Brandstichting / ontploffing,IJsselstein,2015.0,0.3636
Brandstichting / ontploffing,Kaag en Braassem,2015.0,0.0909
Brandstichting / ontploffing,Kampen,2015.0,0.6364
Brandstichting / ontploffing,Kapelle,2015.0,0.4545
